date,close,open,high,low,diff
2017년 01월 02일,"1,203.93","1,206.85","1,210.70","1,203.19",(0.0028)
2016년 12월 30일,"1,207.26","1,206.39","1,208.29","1,200.73",0.0007 
2016년 12월 29일,"1,206.39","1,211.93","1,212.42","1,205.60",(0.0046)
2016년 12월 28일,"1,211.93","1,207.67","1,215.11","1,205.61",0.0035 
2016년 12월 27일,"1,207.67","1,200.36","1,209.48","1,199.89",0.0056 
2016년 12월 26일,"1,200.99","1,200.36","1,202.72","1,198.05",0.0005 
2016년 12월 23일,"1,200.36","1,205.26","1,206.11","1,199.90",(0.0041)
2016년 12월 22일,"1,205.26","1,194.19","1,207.76","1,193.60",0.0093 
2016년 12월 21일,"1,194.19","1,192.21","1,198.26","1,191.76",0.0017 
2016년 12월 20일,"1,192.21","1,187.69","1,196.56","1,187.56",0.0034 
2016년 12월 19일,"1,188.14","1,186.89","1,191.98","1,184.16",0.0013 
2016년 12월 16일,"1,186.58","1,183.39","1,189.38","1,181.15",0.0027 
2016년 12월 15일,"1,183.39","1,179.72","1,187.89","1,177.56",0.0031 
2016년 12월 14일,"1,179.72","1,164.30","1,180.90","1,163.18",0.0132 
2016년 12월 13일,"1,164.30","1,164.73","1,169.70","1,162.35",(0.0004)
2016년 12월 12일,"1,164.73","1,172.91","1,174.90","1,162.69",(0.0070)
2016년 12월 09일,"1,172.89","1,162.38","1,175.06","1,162.38",0.0087 
2016년 12월 08일,"1,162.79","1,158.68","1,166.43","1,157.20",0.0039 
2016년 12월 07일,"1,158.28","1,171.54","1,173.40","1,157.89",(0.0113)
2016년 12월 06일,"1,171.54","1,167.15","1,173.40","1,166.38",0.0038 
2016년 12월 05일,"1,167.15","1,172.70","1,176.63","1,166.17",(0.0001)
2016년 12월 02일,"1,167.32","1,167.73","1,175.21","1,164.69",(0.0004)
2016년 12월 01일,"1,167.73","1,177.39","1,179.78","1,166.69",(0.0085)
2016년 11월 30일,"1,177.80","1,168.15","1,179.45","1,166.65",0.0086 
2016년 11월 29일,"1,167.76","1,171.89","1,175.06","1,166.73",(0.0035)
2016년 11월 28일,"1,171.89","1,175.69","1,176.84","1,168.07",(0.0033)
2016년 11월 25일,"1,175.77","1,182.14","1,183.70","1,174.51",(0.0054)
2016년 11월 24일,"1,182.14","1,181.49","1,185.51","1,177.25",0.0002 
2016년 11월 23일,"1,181.89","1,170.47","1,186.11","1,169.06",0.0101 
2016년 11월 22일,"1,170.08","1,180.19","1,181.02","1,169.49",(0.0086)
2016년 11월 21일,"1,180.19","1,181.09","1,187.81","1,176.09",(0.0008)
2016년 11월 18일,"1,181.08","1,180.02","1,186.89","1,173.90",0.0009 
2016년 11월 17일,"1,180.02","1,170.69","1,181.19","1,168.48",0.0080 
2016년 11월 16일,"1,170.69","1,167.63","1,178.10","1,164.76",0.0026 
2016년 11월 15일,"1,167.63","1,168.91","1,173.31","1,163.67",(0.0011)
2016년 11월 14일,"1,168.91","1,165.40","1,176.91","1,165.39",0.0029 
2016년 11월 11일,"1,165.58","1,166.39","1,171.77","1,160.08",(0.0007)
2016년 11월 10일,"1,166.39","1,157.49","1,168.07","1,146.61",0.0073 
2016년 11월 09일,"1,157.89","1,129.34","1,159.01","1,129.02",0.0257 
2016년 11월 08일,"1,128.93","1,141.67","1,142.51","1,128.06",(0.0112)
2016년 11월 07일,"1,141.67","1,141.45","1,145.29","1,138.40",0.0002 
2016년 11월 04일,"1,141.45","1,144.47","1,147.20","1,139.18",(0.0026)
2016년 11월 03일,"1,144.47","1,145.06","1,146.53","1,136.56",(0.0005)
2016년 11월 02일,"1,145.06","1,145.86","1,153.01","1,141.95",(0.0007)
2016년 11월 01일,"1,145.85","1,142.73","1,148.34","1,139.10",0.0027 
2016년 10월 31일,"1,142.73","1,147.27","1,149.81","1,140.42",(0.0040)
2016년 10월 28일,"1,147.32","1,147.41","1,149.94","1,143.52",(0.0001)
2016년 10월 27일,"1,147.41","1,138.76","1,149.05","1,136.90",0.0076 
2016년 10월 26일,"1,138.76","1,130.23","1,139.23","1,128.83",0.0075 
2016년 10월 25일,"1,130.23","1,135.60","1,140.40","1,129.80",(0.0047)
2016년 10월 24일,"1,135.60","1,136.15","1,138.01","1,129.67",(0.0005)
2016년 10월 21일,"1,136.21","1,131.13","1,140.80","1,129.60",0.0045 
2016년 10월 20일,"1,131.13","1,120.36","1,132.38","1,118.69",0.0096 
2016년 10월 19일,"1,120.36","1,125.13","1,126.43","1,119.94",(0.0042)
2016년 10월 18일,"1,125.13","1,136.56","1,137.47","1,124.04",(0.0101)
2016년 10월 17일,"1,136.56","1,136.61","1,144.51","1,135.90",0.0001 
2016년 10월 14일,"1,136.41","1,129.69","1,137.51","1,128.69",0.0059 
2016년 10월 13일,"1,129.69","1,125.52","1,138.61","1,124.30",0.0037 
2016년 10월 12일,"1,125.51","1,124.99","1,129.39","1,121.49",0.0005 
2016년 10월 11일,"1,124.99","1,108.63","1,127.26","1,107.49",0.0148 
2016년 10월 10일,"1,108.63","1,115.81","1,117.26","1,107.49",(0.0064)
2016년 10월 07일,"1,115.76","1,115.36","1,118.69","1,110.52",0.0004 
2016년 10월 06일,"1,115.36","1,115.02","1,118.83","1,109.68",0.0003 
2016년 10월 05일,"1,115.02","1,116.58","1,117.90","1,111.56",(0.0014)
2016년 10월 04일,"1,116.58","1,104.13","1,117.80","1,102.15",0.0113 
2016년 10월 03일,"1,104.13","1,101.81","1,105.80","1,099.34",0.0020 
2016년 09월 30일,"1,101.91","1,102.67","1,106.97","1,097.87",(0.0007)
2016년 09월 29일,"1,102.67","1,092.30","1,105.36","1,091.61",0.0092 
2016년 09월 28일,"1,092.60","1,097.23","1,100.08","1,092.51",(0.0039)
2016년 09월 27일,"1,096.93","1,108.91","1,113.90","1,094.15",(0.0108)
2016년 09월 26일,"1,108.91","1,104.36","1,110.88","1,102.60",0.0044 
2016년 09월 23일,"1,104.01","1,103.34","1,107.61","1,099.47",0.0006 
2016년 09월 22일,"1,103.34","1,103.84","1,107.01","1,097.07",(0.0005)
2016년 09월 21일,"1,103.84","1,117.20","1,123.61","1,102.26",(0.0120)
2016년 09월 20일,"1,117.20","1,119.45","1,122.20","1,116.59",(0.0020)
2016년 09월 19일,"1,119.45","1,125.89","1,126.40","1,116.77",(0.0059)
2016년 09월 16일,"1,126.05","1,124.89","1,128.70","1,119.68",0.0010 
2016년 09월 15일,"1,124.89","1,126.57","1,134.36","1,122.59",(0.0015)
2016년 09월 14일,"1,126.57","1,128.16","1,129.78","1,123.07",(0.0014)
2016년 09월 13일,"1,128.16","1,107.68","1,130.14","1,107.30",0.0185 
2016년 09월 12일,"1,107.68","1,109.91","1,118.49","1,106.99",(0.0009)
2016년 09월 09일,"1,108.73","1,098.63","1,109.50","1,096.87",0.0092 
2016년 09월 08일,"1,098.63","1,090.70","1,099.05","1,088.45",0.0073 
2016년 09월 07일,"1,090.70","1,094.63","1,097.10","1,086.71",(0.0036)
2016년 09월 06일,"1,094.64","1,104.55","1,108.80","1,093.86",(0.0090)
2016년 09월 05일,"1,104.55","1,116.70","1,117.36","1,103.57",(0.0107)
2016년 09월 02일,"1,116.45","1,118.09","1,120.61","1,108.45",(0.0015)
2016년 09월 01일,"1,118.09","1,116.30","1,124.72","1,114.43",0.0016 
2016년 08월 31일,"1,116.30","1,120.24","1,121.70","1,113.55",(0.0035)
2016년 08월 30일,"1,120.24","1,120.09","1,121.59","1,113.41",0.0001 
2016년 08월 29일,"1,120.08","1,123.05","1,129.30","1,120.01",(0.0022)
2016년 08월 26일,"1,122.51","1,115.82","1,124.01","1,107.45",0.0060 
2016년 08월 25일,"1,115.82","1,121.39","1,124.61","1,114.86",(0.0050)
2016년 08월 24일,"1,121.39","1,120.58","1,125.50","1,118.33",0.0007 
2016년 08월 23일,"1,120.58","1,123.73","1,123.88","1,114.79",(0.0028)
2016년 08월 22일,"1,123.74","1,116.66","1,129.61","1,115.49",0.0073 
2016년 08월 19일,"1,115.57","1,108.13","1,123.54","1,107.31",0.0067 
2016년 08월 18일,"1,108.14","1,108.07","1,112.59","1,103.36",0.0001 
2016년 08월 17일,"1,108.07","1,095.86","1,116.51","1,094.49",0.0111 
2016년 08월 16일,"1,095.86","1,097.91","1,099.51","1,089.61",(0.0019)
2016년 08월 15일,"1,097.91","1,103.16","1,105.28","1,096.16",(0.0051)
2016년 08월 12일,"1,103.49","1,097.80","1,107.20","1,097.09",0.0051 
2016년 08월 11일,"1,097.85","1,096.44","1,104.36","1,094.36",0.0013 
2016년 08월 10일,"1,096.44","1,103.05","1,104.50","1,092.51",(0.0060)
2016년 08월 09일,"1,103.05","1,107.90","1,111.51","1,100.94",(0.0041)
2016년 08월 08일,"1,107.55","1,115.85","1,117.80","1,106.23",(0.0069)
2016년 08월 05일,"1,115.27","1,113.59","1,116.56","1,107.89",0.0012 
2016년 08월 04일,"1,113.94","1,117.36","1,117.60","1,112.35",(0.0027)
2016년 08월 03일,"1,117.00","1,111.75","1,120.30","1,110.52",0.0047 
2016년 08월 02일,"1,111.75","1,108.09","1,113.00","1,105.89",0.0030 
2016년 08월 01일,"1,108.44","1,111.81","1,115.56","1,103.14",(0.0034)
2016년 07월 29일,"1,112.24","1,124.95","1,126.45","1,111.44",(0.0110)
2016년 07월 28일,"1,124.60","1,131.63","1,131.75","1,123.36",(0.0062)
2016년 07월 27일,"1,131.63","1,137.39","1,137.95","1,131.49",(0.0054)
2016년 07월 26일,"1,137.80","1,142.49","1,144.49","1,135.04",(0.0041)
2016년 07월 25일,"1,142.44","1,136.80","1,144.18","1,135.25",0.0054 
2016년 07월 22일,"1,136.35","1,138.37","1,140.76","1,133.57",(0.0015)
2016년 07월 21일,"1,138.01","1,142.50","1,143.50","1,134.99",(0.0046)
2016년 07월 20일,"1,143.25","1,141.01","1,144.12","1,138.24",0.0017 
2016년 07월 19일,"1,141.29","1,134.89","1,143.21","1,134.39",0.0053 
2016년 07월 18일,"1,135.24","1,137.65","1,139.92","1,134.47",(0.0030)
2016년 07월 15일,"1,138.60","1,131.39","1,139.04","1,129.69",0.0053 
2016년 07월 14일,"1,132.55","1,146.22","1,148.81","1,130.55",(0.0116)
2016년 07월 13일,"1,145.87","1,143.29","1,148.82","1,141.69",0.0019 
2016년 07월 12일,"1,143.64","1,151.34","1,153.95","1,142.05",(0.0064)
2016년 07월 11일,"1,150.98","1,149.75","1,152.30","1,145.41",0.0010 
2016년 07월 08일,"1,149.80","1,158.25","1,163.30","1,147.59",(0.0073)
2016년 07월 07일,"1,158.25","1,159.45","1,162.40","1,152.49",(0.0010)
2016년 07월 06일,"1,159.45","1,159.05","1,169.90","1,156.29",0.0003 
2016년 07월 05일,"1,159.05","1,151.79","1,159.75","1,149.97",0.0060 
2016년 07월 04일,"1,152.14","1,152.11","1,153.95","1,145.42",0.0019 
2016년 07월 01일,"1,150.00","1,151.99","1,154.40","1,143.89",(0.0020)
2016년 06월 30일,"1,152.35","1,154.67","1,158.18","1,147.33",(0.0017)
2016년 06월 29일,"1,154.32","1,167.07","1,171.50","1,152.89",(0.0109)
2016년 06월 28일,"1,167.07","1,180.19","1,186.20","1,166.26",(0.0114)
2016년 06월 27일,"1,180.55","1,172.62","1,189.65","1,172.60",0.0073 
2016년 06월 24일,"1,171.95","1,141.75","1,181.10","1,140.67",0.0265 
2016년 06월 23일,"1,141.75","1,149.28","1,153.70","1,141.09",(0.0066)
2016년 06월 22일,"1,149.28","1,153.19","1,158.40","1,146.09",(0.0037)
2016년 06월 21일,"1,153.55","1,159.94","1,163.76","1,151.25",(0.0055)
2016년 06월 20일,"1,159.89","1,170.56","1,170.72","1,155.85",(0.0090)
2016년 06월 17일,"1,170.46","1,172.65","1,177.90","1,167.20",(0.0019)
2016년 06월 16일,"1,172.65","1,168.79","1,179.37","1,167.52",0.0030 
2016년 06월 15일,"1,169.14","1,176.70","1,181.15","1,166.25",(0.0061)
2016년 06월 14일,"1,176.35","1,172.44","1,182.20","1,170.61",0.0033 
2016년 06월 13일,"1,172.44","1,171.10","1,175.97","1,168.22",0.0008 
2016년 06월 10일,"1,171.53","1,158.99","1,172.95","1,157.59",0.0105 
2016년 06월 09일,"1,159.35","1,154.61","1,162.81","1,151.83",0.0044 
2016년 06월 08일,"1,154.25","1,155.99","1,159.65","1,150.89",(0.0018)
2016년 06월 07일,"1,156.30","1,162.99","1,167.01","1,153.49",(0.0058)
2016년 06월 06일,"1,162.99","1,165.20","1,168.86","1,161.20",(0.0005)
2016년 06월 03일,"1,163.55","1,187.16","1,190.56","1,163.35",(0.0196)
2016년 06월 02일,"1,186.81","1,192.37","1,194.96","1,185.38",(0.0047)
2016년 06월 01일,"1,192.37","1,189.39","1,196.40","1,188.25",0.0022 
2016년 05월 31일,"1,189.74","1,190.26","1,194.55","1,188.20",(0.0031)
2016년 05월 30일,"1,193.39","1,187.35","1,193.81","1,186.65",0.0060 
2016년 05월 27일,"1,186.25","1,179.69","1,187.50","1,177.39",0.0053 
2016년 05월 26일,"1,180.05","1,181.85","1,186.06","1,174.25",(0.0015)
2016년 05월 25일,"1,181.85","1,188.25","1,191.65","1,180.05",(0.0054)
2016년 05월 24일,"1,188.24","1,183.24","1,195.22","1,182.55",0.0042 
2016년 05월 23일,"1,183.24","1,191.30","1,191.32","1,182.15",(0.0025)
2016년 05월 20일,"1,186.20","1,187.48","1,192.85","1,185.47",(0.0011)
2016년 05월 19일,"1,187.48","1,189.19","1,193.30","1,186.89",(0.0017)
2016년 05월 18일,"1,189.55","1,177.60","1,193.54","1,175.14",0.0105 
2016년 05월 17일,"1,177.24","1,178.20","1,179.18","1,171.39",(0.0008)
2016년 05월 16일,"1,178.20","1,176.65","1,181.30","1,175.29",0.0012 
2016년 05월 13일,"1,176.80","1,170.49","1,181.03","1,166.11",0.0055 
2016년 05월 12일,"1,170.35","1,165.35","1,171.46","1,161.88",0.0041 
2016년 05월 11일,"1,165.55","1,170.94","1,173.56","1,162.55",(0.0046)
2016년 05월 10일,"1,170.94","1,175.64","1,176.95","1,170.05",(0.0040)
2016년 05월 09일,"1,175.60","1,170.01","1,179.46","1,163.31",0.0054 
2016년 05월 06일,"1,169.30","1,167.59","1,176.14","1,165.99",0.0012 
2016년 05월 05일,"1,167.89","1,167.10","1,172.00","1,163.46",0.0007 
2016년 05월 04일,"1,167.10","1,151.80","1,168.11","1,150.11",0.0132 
2016년 05월 03일,"1,151.89","1,137.19","1,152.63","1,133.77",0.0130 
2016년 05월 02일,"1,137.10","1,145.40","1,146.90","1,136.70",(0.0068)
2016년 04월 29일,"1,144.83","1,137.29","1,149.07","1,133.90",0.0064 
2016년 04월 28일,"1,137.60","1,149.32","1,150.51","1,136.20",(0.0099)
2016년 04월 27일,"1,149.01","1,147.90","1,154.93","1,142.59",0.0010 
2016년 04월 26일,"1,147.90","1,151.21","1,152.80","1,146.09",(0.0029)
2016년 04월 25일,"1,151.21","1,149.40","1,152.90","1,145.74",0.0011 
2016년 04월 22일,"1,149.99","1,141.39","1,151.30","1,138.20",0.0075 
2016년 04월 21일,"1,141.39","1,133.70","1,142.82","1,131.80",0.0067 
2016년 04월 20일,"1,133.74","1,129.05","1,137.76","1,127.44",0.0042 
2016년 04월 19일,"1,128.99","1,144.76","1,146.70","1,124.80",(0.0134)
2016년 04월 18일,"1,144.28","1,146.89","1,153.80","1,141.79",(0.0024)
2016년 04월 15일,"1,146.99","1,153.70","1,156.40","1,144.59",(0.0059)
2016년 04월 14일,"1,153.74","1,146.24","1,159.95","1,145.43",0.0065 
2016년 04월 13일,"1,146.24","1,144.24","1,150.42","1,141.94",0.0021 
2016년 04월 12일,"1,143.89","1,142.29","1,148.95","1,141.29",0.0011 
2016년 04월 11일,"1,142.64","1,151.56","1,155.45","1,141.44",(0.0078)
2016년 04월 08일,"1,151.64","1,160.85","1,164.06","1,147.44",(0.0079)
2016년 04월 07일,"1,160.80","1,156.14","1,162.01","1,150.86",0.0043 
2016년 04월 06일,"1,155.84","1,160.89","1,163.69","1,153.09",(0.0043)
2016년 04월 05일,"1,160.81","1,152.16","1,162.88","1,150.29",0.0075 
2016년 04월 04일,"1,152.16","1,147.90","1,153.30","1,145.57",0.0037 
2016년 04월 01일,"1,147.89","1,145.28","1,155.89","1,142.39",0.0026 
2016년 03월 31일,"1,144.97","1,143.92","1,147.50","1,134.69",0.0010 
2016년 03월 30일,"1,143.85","1,155.29","1,158.88","1,139.79",(0.0103)
2016년 03월 29일,"1,155.74","1,166.05","1,168.09","1,155.26",(0.0088)
2016년 03월 28일,"1,165.99","1,169.90","1,174.20","1,164.59",(0.0026)
2016년 03월 25일,"1,169.05","1,168.55","1,174.56","1,165.41",0.0004 
2016년 03월 24일,"1,168.55","1,168.85","1,171.26","1,164.40",(0.0003)
2016년 03월 23일,"1,168.85","1,157.62","1,169.51","1,155.83",0.0100 
2016년 03월 22일,"1,157.27","1,160.99","1,165.90","1,152.84",(0.0035)
2016년 03월 21일,"1,161.30","1,164.49","1,170.30","1,157.70",(0.0026)
2016년 03월 18일,"1,164.30","1,154.59","1,164.70","1,153.79",0.0081 
2016년 03월 17일,"1,154.94","1,178.94","1,180.26","1,152.14",(0.0204)
2016년 03월 16일,"1,178.94","1,194.94","1,197.14","1,176.95",(0.0134)
2016년 03월 15일,"1,194.94","1,189.05","1,197.84","1,186.26",0.0050 
2016년 03월 14일,"1,189.05","1,188.12","1,192.56","1,183.92",0.0010 
2016년 03월 11일,"1,187.90","1,205.09","1,211.10","1,184.39",(0.0146)
2016년 03월 10일,"1,205.44","1,209.85","1,214.86","1,198.61",(0.0036)
2016년 03월 09일,"1,209.85","1,210.25","1,218.36","1,207.05",(0.0003)
2016년 03월 08일,"1,210.24","1,199.84","1,210.90","1,199.74",0.0086 
2016년 03월 07일,"1,199.89","1,198.90","1,208.50","1,197.29",0.0012 
2016년 03월 04일,"1,198.50","1,211.57","1,214.00","1,194.69",(0.0112)
2016년 03월 03일,"1,212.07","1,224.69","1,227.70","1,208.89",(0.0106)
2016년 03월 02일,"1,225.10","1,229.39","1,237.20","1,224.69",(0.0035)
2016년 03월 01일,"1,229.35","1,238.60","1,239.44","1,226.85",(0.0072)
2016년 02월 29일,"1,238.24","1,243.50","1,246.10","1,234.89",(0.0039)
2016년 02월 26일,"1,243.13","1,234.89","1,245.99","1,230.79",0.0064 
2016년 02월 25일,"1,235.20","1,233.01","1,243.95","1,232.11",0.0020 
2016년 02월 24일,"1,232.71","1,232.04","1,241.74","1,230.89",0.0005 
2016년 02월 23일,"1,232.04","1,224.09","1,233.72","1,222.29",0.0062 
2016년 02월 22일,"1,224.44","1,234.40","1,238.76","1,222.44",(0.0076)
2016년 02월 19일,"1,233.87","1,228.59","1,240.50","1,228.29",0.0040 
2016년 02월 18일,"1,228.94","1,224.25","1,235.11","1,222.43",0.0038 
2016년 02월 17일,"1,224.24","1,219.26","1,232.16","1,217.74",0.0044 
2016년 02월 16일,"1,218.91","1,214.39","1,222.66","1,211.29",0.0034 
2016년 02월 15일,"1,214.74","1,208.20","1,214.74","1,206.95",0.0064 
2016년 02월 12일,"1,207.00","1,200.65","1,212.50","1,198.79",0.0053 
2016년 02월 11일,"1,200.65","1,188.69","1,206.80","1,188.39",0.0098 
2016년 02월 10일,"1,189.05","1,198.75","1,202.09","1,187.85",(0.0081)
2016년 02월 09일,"1,198.70","1,203.99","1,209.40","1,197.39",(0.0044)
2016년 02월 08일,"1,204.05","1,206.62","1,211.70","1,203.70",(0.0019)
2016년 02월 05일,"1,206.35","1,191.94","1,207.38","1,189.44",0.0121 
2016년 02월 04일,"1,191.94","1,201.14","1,206.95","1,182.06",(0.0077)
2016년 02월 03일,"1,201.14","1,212.84","1,222.36","1,199.63",(0.0094)
2016년 02월 02일,"1,212.48","1,202.79","1,214.57","1,197.78",0.0081 
2016년 02월 01일,"1,202.79","1,208.11","1,211.70","1,199.70",(0.0044)
2016년 01월 29일,"1,208.11","1,207.73","1,213.60","1,198.08",0.0003 
2016년 01월 28일,"1,207.74","1,208.82","1,212.10","1,201.49",(0.0009)
2016년 01월 27일,"1,208.79","1,198.32","1,209.57","1,197.75",0.0088 
2016년 01월 26일,"1,198.20","1,199.70","1,206.62","1,197.35",(0.0013)
2016년 01월 25일,"1,199.70","1,197.70","1,202.57","1,192.07",0.0018 
2016년 01월 22일,"1,197.57","1,204.20","1,207.20","1,195.84",(0.0051)
2016년 01월 21일,"1,203.76","1,208.43","1,214.30","1,202.20",(0.0045)
2016년 01월 20일,"1,209.25","1,207.39","1,219.15","1,207.11",0.0015 
2016년 01월 19일,"1,207.49","1,211.72","1,214.20","1,202.06",(0.0034)
2016년 01월 18일,"1,211.57","1,214.81","1,217.20","1,208.26",(0.0027)
2016년 01월 15일,"1,214.81","1,207.73","1,221.70","1,206.58",0.0059 
2016년 01월 14일,"1,207.74","1,210.24","1,219.07","1,207.50",(0.0021)
2016년 01월 13일,"1,210.24","1,210.40","1,215.20","1,201.30",(0.0001)
2016년 01월 12일,"1,210.33","1,204.63","1,213.50","1,203.97",0.0046 
2016년 01월 11일,"1,204.76","1,207.94","1,211.50","1,202.19",(0.0026)
2016년 01월 08일,"1,207.94","1,197.29","1,214.65","1,191.90",0.0089 
2016년 01월 07일,"1,197.29","1,200.52","1,204.70","1,193.16",(0.0027)
2016년 01월 06일,"1,200.52","1,190.81","1,203.80","1,187.59",0.0082 
2016년 01월 05일,"1,190.81","1,190.35","1,192.80","1,184.40",0.0004 
2016년 01월 04일,"1,190.35","1,175.66","1,193.23","1,175.65",0.0127 
2016년 01월 01일,"1,175.45","1,175.94","1,176.50","1,175.19",(0.0004)
