CustomerID,RegisterDate,Gender,BirthYear
c328698,2014-09-30,F,1983
c038309,2003-10-09,F,1966
c392058,2016-10-29,F,1954
c143548,2009-11-20,F,1957
c085328,2007-04-02,F,1971
c173976,2010-11-02,M,1967
c093505,2007-10-18,F,1952
c338224,2015-01-14,F,1969
c191750,2011-04-21,F,1973
c282277,2013-06-26,F,1953
c351898,2015-06-17,F,1974
c368109,2016-01-10,M,1984
c368172,2016-01-11,F,1977
c104451,2008-05-19,F,1969
c119729,2009-01-31,F,1976
c124687,2009-04-06,F,1976
c126138,2009-04-20,F,1963
c152029,2010-03-23,F,1964
c215033,2011-11-21,F,1963
c238833,2012-08-17,F,1975
c274203,2013-04-05,F,1978
c295648,2013-09-09,F,1969
c296638,2013-09-24,F,1981
c320790,2014-06-27,F,1984
c345084,2015-04-05,M,1983
c258782,2012-10-09,F,1973
c049344,2004-06-30,F,1954
c170180,2010-09-28,F,1969
c186167,2011-02-28,F,1976
c319923,2014-06-18,F,1961
c321689,2014-07-08,M,1979
c340251,2015-02-06,F,1971
c363992,2015-11-18,F,1979
c345390,2015-04-08,F,1972
c051626,2004-08-31,F,1966
c109252,2008-08-09,F,1964
c276910,2013-05-08,F,1974
c060972,2005-06-02,F,1971
c362576,2015-10-30,F,1972
c352864,2015-06-29,F,1964
c054644,2004-11-26,F,1978
c095909,2007-12-21,F,1973
c387638,2016-09-01,F,1956
c137227,2009-09-05,F,1975
c137351,2009-09-07,F,1968
c187622,2011-03-15,F,1964
c221752,2012-02-24,F,1975
c280375,2013-06-09,F,1945
c319841,2014-06-18,M,1971
c237099,2012-07-25,F,1979
c378996,2016-05-19,F,1971
c221444,2012-02-20,F,1971
c098957,2008-03-14,F,1975
c365181,2015-12-02,F,1970
c170207,2010-09-29,F,1980
c088828,2007-05-26,F,1984
c088490,2007-05-17,F,1970
c233561,2012-06-25,F,1973
c063797,2005-09-09,F,1970
c118028,2009-01-05,F,1968
c148505,2010-02-01,F,1957
c238056,2012-08-07,F,1977
c350273,2015-06-01,F,1977
c356352,2015-08-13,F,1963
c398722,2017-02-06,F,1974
c225681,2012-04-04,F,1983
c227415,2012-04-24,F,1960
c366906,2015-12-26,F,1971
c222172,2012-02-29,M,1969
c324125,2014-08-06,F,1970
c044804,2004-03-22,F,1962
c066245,2005-11-29,F,1973
c277658,2013-05-16,F,1987
c297088,2013-09-28,F,1965
c349653,2015-05-25,F,1983
c314205,2014-04-22,F,1969
c156419,2010-05-04,F,1984
c266359,2013-01-06,F,1976
c306206,2014-01-17,M,1973
c211284,2011-10-11,F,1971
c344090,2015-03-26,F,1961
c030706,2003-02-22,M,1962
c387185,2016-08-27,F,1970
c118603,2009-01-13,F,1972
c205545,2011-08-02,F,1981
c223192,2012-03-10,F,1976
c213326,2011-11-01,F,1955
c349025,2015-05-18,F,1956
c343292,2015-03-18,F,1975
c059914,2005-05-12,F,1971
c093681,2007-10-23,F,1956
c095888,2007-12-21,F,1957
c371209,2016-02-22,F,1976
c373673,2016-03-20,F,1983
c115806,2008-11-26,F,1971
c144797,2009-12-07,F,1967
c171257,2010-10-08,F,1968
c218664,2012-01-12,F,1979
c278626,2013-05-28,F,1972
c281886,2013-06-23,F,1968
c283663,2013-07-07,F,1982
c121013,2009-02-18,F,1955
c172877,2010-10-22,F,1974
c153528,2010-04-06,F,1974
c342149,2015-03-05,F,1977
c068640,2006-02-17,F,1969
c354780,2015-07-22,F,1976
c051125,2004-08-17,F,1977
c043524,2004-02-18,F,1964
c178621,2010-12-25,F,1954
c347836,2015-05-04,F,1979
c221347,2012-02-20,F,1951
c310596,2014-03-13,F,1979
c172979,2010-10-23,F,1980
c068243,2006-02-04,F,1973
c369179,2016-01-22,F,1984
c297902,2013-10-08,F,1971
c366986,2015-12-28,F,1973
c091147,2007-08-07,F,1933
c305393,2014-01-07,F,1979
c350768,2015-06-06,F,1976
c150156,2010-02-26,F,1963
c017732,2002-07-31,F,1968
c374619,2016-03-30,F,1976
c313438,2014-04-14,F,1976
c278409,2013-05-25,F,1948
c260024,2012-10-19,F,1956
c055596,2004-12-31,F,1963
c221180,2012-02-17,F,1972
c270691,2013-02-28,F,1976
c357801,2015-08-29,F,1983
c107911,2008-07-14,F,1979
c131272,2009-06-18,F,1958
c061619,2005-06-20,F,1973
c117330,2008-12-23,F,1969
c178212,2010-12-20,F,1976
c293190,2013-08-14,F,1974
c228889,2012-05-09,F,1975
c260294,2012-10-22,F,1980
c331217,2014-10-26,F,1982
c209895,2011-09-28,F,1983
c302963,2013-12-04,F,1975
c396177,2016-12-26,F,1979
c234643,2012-07-05,F,1986
c395989,2016-12-23,F,1986
c083678,2007-02-23,F,1962
c117492,2008-12-26,F,1967
c338238,2015-01-14,F,1977
c343267,2015-03-18,F,1963
c298921,2013-10-19,M,1969
c310143,2014-03-10,F,1977
c164775,2010-07-12,F,1962
c299857,2013-10-30,F,1973
c342764,2015-03-11,F,1973
c085861,2007-04-11,F,1967
c386397,2016-08-18,F,1976
c098406,2008-03-03,F,1969
c103243,2008-04-29,F,1970
c017752,2002-07-31,F,1966
c078075,2006-09-19,F,1964
c272190,2013-03-15,F,1975
c055348,2004-12-22,F,1970
c129791,2009-05-30,F,1973
c363073,2015-11-05,F,1962
c261935,2012-11-07,F,1976
c354640,2015-07-20,F,1980
c352184,2015-06-21,F,1984
c308419,2014-02-18,F,1962
c313636,2014-04-16,F,1973
c105872,2008-06-09,F,1978
c051734,2004-09-03,F,1968
c222390,2012-03-02,F,1969
c039211,2003-10-31,F,1959
c358409,2015-09-06,F,1985
c184812,2011-02-13,F,1982
c064075,2005-09-21,M,1973
c361375,2015-10-15,F,1975
c136916,2009-09-02,F,1959
c165396,2010-07-21,M,1964
c218366,2012-01-10,M,1977
c223372,2012-03-12,F,1979
c298549,2013-10-16,M,1946
c307057,2014-02-03,F,1976
c094724,2007-11-15,F,1939
c345078,2015-04-04,F,1977
c344633,2015-04-01,F,1988
c098851,2008-03-12,F,1971
c188082,2011-03-21,F,1977
c234397,2012-07-03,F,1976
c283124,2013-07-02,F,1990
c348907,2015-05-15,F,1964
c353531,2015-07-06,M,1979
c097944,2008-02-21,F,1973
c105413,2008-06-02,F,1973
c217153,2011-12-20,F,1972
c310170,2014-03-10,F,1973
c312185,2014-04-01,F,1974
c230879,2012-05-30,F,1975
c118750,2009-01-15,F,1960
c296670,2013-09-24,M,1983
c373217,2016-03-15,F,1956
c037932,2003-09-27,M,1945
c354039,2015-07-13,F,1978
c017614,2002-07-31,F,1958
c094531,2007-11-12,F,1965
c390013,2016-10-05,F,1981
c179219,2010-12-31,M,1972
c268216,2013-01-27,F,1979
c307070,2014-02-03,M,1978
c366727,2015-12-23,F,1987
c093685,2007-10-23,F,1938
c226940,2012-04-18,F,1952
c047907,2004-06-04,F,1970
c303455,2013-12-11,F,1983
c110883,2008-09-11,M,1979
c091568,2007-08-22,F,1954
c323588,2014-07-29,F,1960
c056795,2005-02-15,F,1971
c076508,2006-08-04,M,1963
c379116,2016-05-21,M,1974
c396532,2017-01-02,F,1974
c166039,2010-07-31,F,1960
c261933,2012-11-07,F,1976
c276083,2013-04-27,F,1971
c350495,2015-06-03,F,1974
c355876,2015-08-06,F,1982
c099310,2008-03-20,F,1969
c099503,2008-03-24,F,1979
c105415,2008-06-02,F,1970
c223557,2012-03-13,F,1954
c229861,2012-05-19,F,1977
c156998,2010-05-10,F,1972
c172612,2010-10-20,F,1969
c356438,2015-08-14,F,1971
c027996,2002-11-01,M,1974
c345762,2015-04-12,F,1991
c339321,2015-01-28,F,1988
c114024,2008-10-29,F,1968
c174033,2010-11-03,F,1971
c038779,2003-10-22,F,1945
c395106,2016-12-09,F,1979
c367111,2015-12-29,F,1974
c169958,2010-09-26,F,1978
c058364,2005-04-01,F,1964
c096167,2008-01-02,F,1974
c349755,2015-05-26,F,1963
c354713,2015-07-21,F,1957
c054177,2004-11-12,F,1976
c152439,2010-03-27,F,1970
c317858,2014-05-27,F,1974
c300978,2013-11-12,M,1980
c150525,2010-03-04,F,1955
c304275,2013-12-23,F,1979
c238944,2012-08-18,F,1971
c030869,2003-02-27,F,1968
c320832,2014-06-29,F,1985
c388365,2016-09-12,F,1984
c232939,2012-06-19,F,1959
c157090,2010-05-11,F,1955
c153215,2010-04-03,F,1976
c356063,2015-08-10,F,1980
c181732,2011-01-26,F,1960
c258719,2012-10-08,F,1977
c399424,2017-02-18,F,1977
c217179,2011-12-20,F,1975
c091749,2007-08-28,F,1948
c132418,2009-06-30,F,1974
c217049,2011-12-19,F,1971
c304355,2013-12-24,M,1954
c085584,2007-04-05,F,1972
c399282,2017-02-15,F,1975
c186143,2011-02-28,F,1948
c025176,2002-08-27,F,1971
c259395,2012-10-13,F,1974
c131359,2009-06-19,F,1974
c343724,2015-03-23,F,1954
c349544,2015-05-23,F,1984
c230788,2012-05-30,F,1975
c037481,2003-09-09,F,1964
c129957,2009-06-02,F,1974
c258209,2012-10-02,F,1983
c145562,2009-12-19,F,1962
c389262,2016-09-27,F,1975
c290664,2013-07-18,F,1983
c324796,2014-08-14,F,1977
c347096,2015-04-24,F,1963
c079691,2006-10-31,F,1973
c389970,2016-10-05,F,1980
c122631,2009-03-11,F,1974
c214205,2011-11-10,F,1971
c256847,2012-09-16,F,1980
c259666,2012-10-16,F,1970
c272292,2013-03-16,F,1978
c306719,2014-01-26,F,1969
c377588,2016-05-02,F,1980
c338629,2015-01-19,F,1976
c192457,2011-04-28,F,1976
c222322,2012-03-02,F,1952
c348527,2015-05-12,F,1970
c144000,2009-11-26,F,1972
c037926,2003-09-27,F,1942
c084101,2007-03-06,F,1969
c095479,2007-12-06,F,1954
c314136,2014-04-21,F,1985
c201920,2011-06-18,F,1973
c325191,2014-08-19,F,1986
c171937,2010-10-14,F,1958
c143469,2009-11-19,F,1957
c128135,2009-05-11,F,1971
c297812,2013-10-07,F,1970
c337168,2015-01-02,F,1986
c398579,2017-02-03,F,1954
c384183,2016-07-17,F,1980
c293705,2013-08-21,F,1978
c051339,2004-08-23,F,1949
c146449,2010-01-05,F,1977
c217725,2011-12-30,F,1967
c141837,2009-10-31,F,1979
c334072,2014-11-21,F,1968
c095721,2007-12-14,F,1969
c149615,2010-02-19,F,1979
c033504,2003-05-19,F,1972
c341734,2015-03-01,F,1971
c316488,2014-05-15,F,1978
c131218,2009-06-17,F,1958
c290282,2013-07-15,F,1974
c208282,2011-09-07,F,1966
c317547,2014-05-24,M,1979
c124389,2009-04-02,F,1976
c341969,2015-03-03,F,1977
c017605,2002-07-31,F,1973
c376675,2016-04-21,F,1972
c140683,2009-10-19,F,1980
c177861,2010-12-15,F,1978
c224247,2012-03-20,F,1972
c232865,2012-06-18,F,1973
c296998,2013-09-27,F,1968
c130428,2009-06-08,F,1970
c054365,2004-11-18,F,1950
c125469,2009-04-13,F,1961
c275598,2013-04-22,F,1979
c075696,2006-07-07,F,1957
c121934,2009-03-03,F,1973
c038886,2003-10-24,F,1938
c377720,2016-05-03,F,1982
c395272,2016-12-12,F,1980
c207069,2011-08-23,F,1977
c057298,2005-03-04,F,1953
c109646,2008-08-19,F,1957
c131602,2009-06-22,F,1978
c293458,2013-08-19,F,1969
c234152,2012-06-29,F,1971
c209073,2011-09-18,M,1980
c393450,2016-11-15,F,1949
c104135,2008-05-14,F,1978
c290581,2013-07-17,F,1963
c323884,2014-08-02,F,1979
c069371,2006-03-16,F,1973
c368121,2016-01-11,F,1977
c256570,2012-09-12,F,1976
c334413,2014-11-25,F,1984
c333731,2014-11-18,F,1972
c384268,2016-07-18,F,1979
c270885,2013-03-02,F,1979
c212211,2011-10-21,F,1960
c349895,2015-05-27,F,1964
c121166,2009-02-20,F,1966
c204646,2011-07-20,F,1950
c358320,2015-09-04,F,1978
c081800,2007-01-02,F,1973
c371226,2016-02-22,F,1979
c112705,2008-10-13,F,1980
c271006,2013-03-04,F,1976
c312278,2014-04-01,F,1981
c017594,2002-07-31,F,1967
c263277,2012-11-22,F,1978
c203062,2011-07-01,F,1975
c134314,2009-07-27,F,1975
c256744,2012-09-14,F,1966
c081748,2006-12-29,F,1961
c153211,2010-04-03,F,1972
c209794,2011-09-27,F,1980
c212255,2011-10-21,F,1958
c319603,2014-06-16,F,1982
c207505,2011-08-29,F,1967
c166705,2010-08-11,F,1980
c386641,2016-08-22,F,1953
c342059,2015-03-04,F,1969
c058288,2005-03-30,F,1966
c080508,2006-11-20,M,1971
c312420,2014-04-02,F,1978
c347118,2015-04-25,F,1955
c038172,2003-10-06,F,1965
c043717,2004-02-23,F,1971
c123945,2009-03-28,F,1971
c124632,2009-04-05,F,1976
c069623,2006-03-22,F,1969
c362298,2015-10-27,F,1981
c346321,2015-04-17,F,1978
c171243,2010-10-07,F,1974
c078947,2006-10-12,F,1969
c017566,2002-07-31,F,1964
c145872,2009-12-25,F,1967
c389199,2016-09-26,F,1987
c065066,2005-10-21,M,1965
c173750,2010-11-01,F,1977
c067506,2006-01-03,F,1958
c280766,2013-06-12,F,1956
c177499,2010-12-10,F,1976
c298592,2013-10-16,F,1982
c236919,2012-07-23,F,1971
c400312,2017-03-03,F,1975
c343257,2015-03-17,F,1974
c204613,2011-07-20,F,1972
c165734,2010-07-27,F,1955
c265975,2013-01-02,F,1965
c297698,2013-10-05,F,1983
c394736,2016-12-03,F,1987
c269638,2013-02-14,F,1977
c343044,2015-03-16,F,1966
c086227,2007-04-18,F,1952
c391998,2016-10-28,F,1976
c261652,2012-11-05,F,1973
c218997,2012-01-17,F,1969
c334534,2014-11-26,M,1978
c048405,2004-06-14,F,1972
c087047,2007-05-02,F,1974
c090147,2007-07-02,F,1971
c235203,2012-07-11,F,1972
c348709,2015-05-14,F,1979
c341597,2015-02-27,F,1977
c387391,2016-08-30,F,1972
c098587,2008-03-06,F,1974
c102408,2008-04-23,F,1976
c328828,2014-10-01,F,1977
c354434,2015-07-17,F,1962
c236903,2012-07-23,F,1960
c330406,2014-10-17,M,1982
c345702,2015-04-10,F,1983
c070756,2006-04-20,F,1970
c082056,2007-01-09,F,1973
c399056,2017-02-12,F,1983
c119485,2009-01-28,F,1973
c298768,2013-10-17,F,1985
c316463,2014-05-15,F,1977
c363866,2015-11-16,F,1985
c300788,2013-11-09,M,1974
c141087,2009-10-24,F,1973
c294498,2013-08-28,F,1978
c365400,2015-12-04,F,1951
c044598,2004-03-15,F,1974
c150670,2010-03-06,F,1968
c308266,2014-02-17,F,1979
c344773,2015-04-02,F,1973
c274804,2013-04-12,F,1979
c080999,2006-12-05,F,1944
c205607,2011-08-03,F,1981
c337999,2015-01-12,F,1977
c090349,2007-07-09,F,1970
c161898,2010-06-05,F,1960
c328709,2014-10-01,F,1981
c260686,2012-10-26,F,1975
c157116,2010-05-12,F,1979
c051894,2004-09-08,F,1971
c146444,2010-01-05,F,1966
c084957,2007-03-26,F,1969
c045896,2004-04-20,F,1949
c037915,2003-09-27,F,1959
c348539,2015-05-12,M,1975
c362266,2015-10-27,F,1981
c178272,2010-12-21,F,1982
c280418,2013-06-10,F,1975
c309773,2014-03-05,M,1973
c376397,2016-04-19,F,1984
c399994,2017-02-28,M,1981
c232842,2012-06-18,F,1967
c270755,2013-02-28,F,1973
c352349,2015-06-23,F,1973
c378004,2016-05-08,F,1948
c067632,2006-01-09,F,1972
c086164,2007-04-17,F,1943
c400253,2017-03-03,F,1956
c400665,2017-03-08,F,1964
c125381,2009-04-11,F,1971
c171748,2010-10-13,F,1970
c346100,2015-04-15,F,1964
c059876,2005-05-11,M,1968
c380501,2016-06-04,M,1981
c400937,2017-03-12,F,1980
c204770,2011-07-22,F,1975
c256610,2012-09-13,F,1970
c256600,2012-09-13,M,1963
c305608,2014-01-10,F,1980
c065481,2005-11-02,F,1955
c169418,2010-09-15,F,1953
c029717,2003-01-13,F,1956
c017658,2002-07-31,F,1957
c090214,2007-07-04,F,1951
c365954,2015-12-12,F,1985
c276666,2013-05-06,M,1970
c334919,2014-12-02,F,1971
c042986,2004-02-07,F,1954
c379922,2016-05-30,F,1963
c106754,2008-06-24,F,1974
c220170,2012-02-04,F,1971
c385317,2016-08-01,F,1984
c396059,2016-12-24,F,1962
c309850,2014-03-06,F,1987
c109363,2008-08-12,F,1972
c299582,2013-10-27,M,1981
c263578,2012-11-26,M,1942
c390262,2016-10-09,F,1967
c065833,2005-11-14,F,1960
c393823,2016-11-21,F,1984
c305176,2014-01-05,F,1976
c337211,2015-01-02,F,1975
c291862,2013-07-30,F,1969
c346172,2015-04-16,F,1980
c098100,2008-02-25,F,1975
c135481,2009-08-13,F,1963
c305120,2014-01-04,F,1982
c305143,2014-01-04,F,1981
c324061,2014-08-05,F,1992
c326331,2014-09-01,F,1995
c151657,2010-03-17,F,1968
c295877,2013-09-11,F,1980
c033372,2003-05-14,F,1966
c359081,2015-09-13,F,1972
c169892,2010-09-24,F,1974
c181647,2011-01-25,F,1981
c343022,2015-03-15,M,1971
c113333,2008-10-20,F,1974
c265814,2012-12-29,F,1980
c260411,2012-10-23,F,1984
c148366,2010-01-30,F,1976
c333911,2014-11-20,F,1979
c310837,2014-03-17,F,1972
c345672,2015-04-10,M,1947
c037703,2003-09-19,F,1968
c130228,2009-06-04,F,1967
c217219,2011-12-21,F,1978
c120644,2009-02-12,F,1975
c346952,2015-04-23,M,1965
c254532,2012-08-26,F,1977
c028666,2002-11-25,F,1969
c378497,2016-05-13,F,1973
c179592,2011-01-05,F,1999
c309376,2014-03-01,F,1986
c357417,2015-08-26,F,1978
c113762,2008-10-27,F,1968
c212955,2011-10-26,F,1981
c223219,2012-03-10,F,1975
c226820,2012-04-17,F,1982
c300414,2013-11-05,F,1960
c311266,2014-03-21,F,1961
c222561,2012-03-05,F,1976
c267785,2013-01-22,F,1970
c384271,2016-07-18,F,1980
c336640,2014-12-25,M,1990
c340498,2015-02-10,F,1969
c238581,2012-08-14,F,1964
c277352,2013-05-13,F,1980
c357569,2015-08-27,F,1981
c184804,2011-02-13,F,1979
c316825,2014-05-19,F,1977
c351428,2015-06-13,F,1978
c342334,2015-03-06,F,1961
c353994,2015-07-12,F,1980
c215741,2011-11-30,F,1973
c347552,2015-04-29,F,1965
c185841,2011-02-24,F,1965
c188059,2011-03-20,F,1980
c039165,2003-10-30,F,1963
c355506,2015-08-01,F,1960
c132501,2009-07-01,F,1977
c323865,2014-08-02,F,1978
c083645,2007-02-23,M,1967
c347407,2015-04-28,F,1980
c077404,2006-09-04,F,1969
c112428,2008-10-09,F,1977
c135416,2009-08-12,F,1956
c235076,2012-07-10,F,1978
c267551,2013-01-18,F,1952
c310202,2014-03-10,F,1989
c146783,2010-01-11,F,1972
c153641,2010-04-07,F,1966
c135799,2009-08-19,F,1973
c395370,2016-12-14,F,1985
c370688,2016-02-15,F,1980
c146792,2010-01-11,F,1971
c302689,2013-12-02,F,1980
c313987,2014-04-19,F,1978
c341133,2015-02-22,F,1977
c051386,2004-08-24,F,1964
c063771,2005-09-09,F,1970
c362338,2015-10-28,F,1975
c378408,2016-05-12,F,1984
c143041,2009-11-14,F,1977
c155920,2010-04-28,F,1976
c194094,2011-05-14,F,1959
c343622,2015-03-21,F,1980
c095577,2007-12-10,F,1977
c361312,2015-10-14,F,1981
c261220,2012-11-01,M,1956
c124315,2009-04-01,F,1974
c075822,2006-07-12,F,1974
c110910,2008-09-11,F,1977
c218286,2012-01-09,F,1975
c132676,2009-07-03,F,1976
c269764,2013-02-16,M,1971
c295395,2013-09-05,F,1978
c335794,2014-12-13,F,1971
c366918,2015-12-26,F,1977
c108482,2008-07-24,F,1969
c214928,2011-11-20,F,1957
c348855,2015-05-15,F,1960
c366858,2015-12-25,F,1974
c206662,2011-08-18,M,1983
c206826,2011-08-20,F,1977
c277996,2013-05-21,F,1970
c309022,2014-02-25,F,1978
c316579,2014-05-16,F,1967
c076259,2006-07-27,F,1950
c220817,2012-02-13,F,1964
c368205,2016-01-11,F,1978
c199863,2011-05-28,F,1970
c117860,2009-01-02,F,1967
c400035,2017-02-28,F,1961
c115496,2008-11-20,F,1967
c167075,2010-08-17,F,1969
c365633,2015-12-08,F,1975
c200579,2011-06-03,F,1986
c363739,2015-11-14,F,1983
c071815,2006-05-25,F,1968
c259009,2012-10-10,F,1986
c313433,2014-04-14,F,1973
c017531,2002-07-31,F,1970
c271704,2013-03-11,F,1981
c017650,2002-07-31,F,1957
c229579,2012-05-17,F,1963
c096120,2007-12-31,F,1966
c199973,2011-05-30,F,1967
c142372,2009-11-06,F,1972
c261418,2012-11-02,F,1956
c057780,2005-03-16,F,1969
c302146,2013-11-25,F,1968
c260402,2012-10-23,F,1977
c341672,2015-02-28,F,1970
c340239,2015-02-06,F,1983
c341870,2015-03-02,F,1972
c125354,2009-04-10,F,1963
c157172,2010-05-12,F,1972
c165359,2010-07-20,F,1941
c225462,2012-04-02,F,1983
c297064,2013-09-28,F,1978
c331925,2014-10-31,F,1974
c173963,2010-11-02,F,1974
c089407,2007-06-11,F,1980
c123044,2009-03-17,F,1974
c044380,2004-03-10,F,1970
c105953,2008-06-11,F,1974
c153903,2010-04-09,F,1950
c024546,2002-08-14,M,1971
c168409,2010-09-03,M,1959
c170037,2010-09-27,F,1977
c318873,2014-06-08,F,1977
c060045,2005-05-16,F,1971
c308745,2014-02-21,F,1974
c362951,2015-11-04,F,1984
c265578,2012-12-26,F,1964
c140627,2009-10-19,F,1977
c142912,2009-11-12,F,1983
c155385,2010-04-23,F,1951
c349485,2015-05-22,F,1932
c355902,2015-08-07,F,1968
c017664,2002-07-31,F,1970
c039210,2003-10-31,F,1945
c041694,2004-01-13,M,1957
c068423,2006-02-10,F,1971
c091211,2007-08-09,F,1972
c356954,2015-08-21,F,1969
c366435,2015-12-19,F,1975
c391925,2016-10-27,F,1941
c399799,2017-02-24,M,1983
c115132,2008-11-14,F,1977
c116538,2008-12-09,F,1953
c140253,2009-10-14,F,1978
c166562,2010-08-09,F,1951
c187295,2011-03-11,F,1974
c207648,2011-08-30,F,1960
c261555,2012-11-04,F,1972
c265520,2012-12-25,F,1987
c266623,2013-01-09,F,1981
c278247,2013-05-23,F,1983
c315320,2014-05-02,M,1980
c332026,2014-11-01,F,1977
c349533,2015-05-22,F,1971
c351778,2015-06-16,F,1947
c025386,2002-09-02,F,1964
c070348,2006-04-10,F,1966
c155063,2010-04-20,F,1963
c193316,2011-05-07,F,1976
c291489,2013-07-26,F,1964
c306632,2014-01-24,F,1942
c176135,2010-11-25,F,1978
c122515,2009-03-10,F,1944
c217820,2012-01-02,F,1942
c218961,2012-01-16,F,1977
c292460,2013-08-06,F,1970
c397040,2017-01-08,F,1954
c136865,2009-09-02,F,1975
c328468,2014-09-29,F,1979
c368015,2016-01-09,F,1982
c140124,2009-10-12,F,1973
c225989,2012-04-07,F,1958
c315607,2014-05-08,F,1984
c225944,2012-04-06,F,1972
c317158,2014-05-21,F,1970
c319538,2014-06-15,F,1973
c118315,2009-01-08,F,1968
c366415,2015-12-18,F,1978
c025721,2002-09-11,F,1973
c172837,2010-10-21,M,1977
c136627,2009-08-31,F,1970
c341674,2015-02-28,M,1973
c055122,2004-12-13,F,1970
c280590,2013-06-11,F,1968
c316736,2014-05-17,F,1976
c276915,2013-05-08,F,1983
c141835,2009-10-31,F,1979
c097480,2008-02-11,F,1969
c310508,2014-03-12,F,1981
c084715,2007-03-21,F,1969
c277674,2013-05-16,F,1957
c352708,2015-06-26,F,1980
c147397,2010-01-16,F,1977
c017629,2002-07-31,F,1964
c140658,2009-10-19,F,1958
c233402,2012-06-22,F,1971
c112142,2008-10-06,F,1979
c037998,2003-09-30,F,1959
c096700,2008-01-18,F,1966
c395061,2016-12-08,F,1958
c172383,2010-10-18,F,1960
c302101,2013-11-23,F,1981
c213699,2011-11-04,F,1967
c314668,2014-04-25,F,1977
c160301,2010-05-15,F,1953
c181797,2011-01-26,F,1981
