PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,AgeGroup,Family,Mother,Fare2
447,1,2,Miss,female,13,0,1,250644,19.5,NA,S,Age_10,2,0,19.5
448,1,1,Mr,male,34,0,0,113794,26.55,NA,S,Age_30,1,0,26.55
449,1,3,Miss,female,5,2,1,2666,19.2583,NA,C,Age_00,4,0,19.2583
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,30.5,C104,S,Age_50,1,0,30.5
451,0,2,Mr,male,36,1,2,C.A. 34651,27.75,NA,S,Age_30,4,0,27.75
452,0,3,Mr,male,32.37,1,0,65303,19.9667,NA,S,Age_30,2,0,19.9667
453,0,1,Mr,male,30,0,0,113051,27.75,C111,C,Age_30,1,0,27.75
454,1,1,Mr,male,49,1,0,17453,89.1042,C92,C,Age_40,2,0,89.1042
455,0,3,Mr,male,32.37,0,0,A/5 2817,8.05,NA,S,Age_30,1,0,8.05
456,1,3,Mr,male,29,0,0,349240,7.8958,NA,C,Age_20,1,0,7.8958
457,0,1,Mr,male,65,0,0,13509,26.55,E38,S,Age_60,1,0,26.55
458,1,1,Mrs,female,35.9,1,0,17464,51.8625,D21,S,Age_30,2,0,51.8625
459,1,2,Miss,female,50,0,0,F.C.C. 13531,10.5,NA,S,Age_50,1,0,10.5
460,0,3,Mr,male,32.37,0,0,371060,7.75,NA,Q,Age_30,1,0,7.75
461,1,1,Mr,male,48,0,0,19952,26.55,E12,S,Age_40,1,0,26.55
462,0,3,Mr,male,34,0,0,364506,8.05,NA,S,Age_30,1,0,8.05
463,0,1,Mr,male,47,0,0,111320,38.5,E63,S,Age_40,1,0,38.5
464,0,2,Mr,male,48,0,0,234360,13,NA,S,Age_40,1,0,13
465,0,3,Mr,male,32.37,0,0,A/S 2816,8.05,NA,S,Age_30,1,0,8.05
466,0,3,Mr,male,38,0,0,SOTON/O.Q. 3101306,7.05,NA,S,Age_30,1,0,7.05
467,0,2,Mr,male,32.37,0,0,239853,0,NA,S,Age_30,1,0,0
468,0,1,Mr,male,56,0,0,113792,26.55,NA,S,Age_50,1,0,26.55
469,0,3,Mr,male,32.37,0,0,36209,7.725,NA,Q,Age_30,1,0,7.725
470,1,3,Miss,female,0.75,2,1,2666,19.2583,NA,C,Age_00,4,0,19.2583
471,0,3,Mr,male,32.37,0,0,323592,7.25,NA,S,Age_30,1,0,7.25
472,0,3,Mr,male,38,0,0,315089,8.6625,NA,S,Age_30,1,0,8.6625
473,1,2,Mrs,female,33,1,2,C.A. 34651,27.75,NA,S,Age_30,4,1,27.75
474,1,2,Mrs,female,23,0,0,SC/AH Basle 541,13.7917,D,C,Age_20,1,0,13.7917
475,0,3,Miss,female,22,0,0,7553,9.8375,NA,S,Age_20,1,0,9.8375
476,0,1,Mr,male,32.37,0,0,110465,52,A14,S,Age_30,1,0,52
477,0,2,Mr,male,34,1,0,31027,21,NA,S,Age_30,2,0,21
478,0,3,Mr,male,29,1,0,3460,7.0458,NA,S,Age_20,2,0,7.0458
479,0,3,Mr,male,22,0,0,350060,7.5208,NA,S,Age_20,1,0,7.5208
480,1,3,Miss,female,2,0,1,3101298,12.2875,NA,S,Age_00,2,0,12.2875
481,0,3,Master,male,9,5,2,CA 2144,46.9,NA,S,Age_00,8,0,46.9
482,0,2,Mr,male,32.37,0,0,239854,0,NA,S,Age_30,1,0,0
483,0,3,Mr,male,50,0,0,A/5 3594,8.05,NA,S,Age_50,1,0,8.05
484,1,3,Mrs,female,63,0,0,4134,9.5875,NA,S,Age_60,1,0,9.5875
485,1,1,Mr,male,25,1,0,11967,91.0792,B49,C,Age_20,2,0,91.0792
486,0,3,Miss,female,21.77,3,1,4133,25.4667,NA,S,Age_20,5,0,25.4667
487,1,1,Mrs,female,35,1,0,19943,90,C93,S,Age_30,2,0,90
488,0,1,Mr,male,58,0,0,11771,29.7,B37,C,Age_50,1,0,29.7
489,0,3,Mr,male,30,0,0,A.5. 18509,8.05,NA,S,Age_30,1,0,8.05
490,1,3,Master,male,9,1,1,C.A. 37671,15.9,NA,S,Age_00,3,0,15.9
491,0,3,Mr,male,32.37,1,0,65304,19.9667,NA,S,Age_30,2,0,19.9667
492,0,3,Mr,male,21,0,0,SOTON/OQ 3101317,7.25,NA,S,Age_20,1,0,7.25
493,0,1,Mr,male,55,0,0,113787,30.5,C30,S,Age_50,1,0,30.5
494,0,1,Mr,male,71,0,0,PC 17609,49.5042,NA,C,Age_70,1,0,49.5042
495,0,3,Mr,male,21,0,0,A/4 45380,8.05,NA,S,Age_20,1,0,8.05
496,0,3,Mr,male,32.37,0,0,2627,14.4583,NA,C,Age_30,1,0,14.4583
497,1,1,Miss,female,54,1,0,36947,78.2667,D20,C,Age_50,2,0,78.2667
498,0,3,Mr,male,32.37,0,0,C.A. 6212,15.1,NA,S,Age_30,1,0,15.1
499,0,1,Mrs,female,25,1,2,113781,151.55,C22 C26,S,Age_20,4,1,151.55
500,0,3,Mr,male,24,0,0,350035,7.7958,NA,S,Age_20,1,0,7.7958
501,0,3,Mr,male,17,0,0,315086,8.6625,NA,S,Age_10,1,0,8.6625
502,0,3,Miss,female,21,0,0,364846,7.75,NA,Q,Age_20,1,0,7.75
503,0,3,Miss,female,21.77,0,0,330909,7.6292,NA,Q,Age_20,1,0,7.6292
504,0,3,Miss,female,37,0,0,4135,9.5875,NA,S,Age_30,1,0,9.5875
505,1,1,Miss,female,16,0,0,110152,86.5,B79,S,Age_10,1,0,86.5
506,0,1,Mr,male,18,1,0,PC 17758,108.9,C65,C,Age_10,2,0,108.9
507,1,2,Mrs,female,33,0,2,26360,26,NA,S,Age_30,3,1,26
508,1,1,Mr,male,32.37,0,0,111427,26.55,NA,S,Age_30,1,0,26.55
509,0,3,Mr,male,28,0,0,C 4001,22.525,NA,S,Age_20,1,0,22.525
510,1,3,Mr,male,26,0,0,1601,56.4958,NA,S,Age_20,1,0,56.4958
511,1,3,Mr,male,29,0,0,382651,7.75,NA,Q,Age_20,1,0,7.75
512,0,3,Mr,male,32.37,0,0,SOTON/OQ 3101316,8.05,NA,S,Age_30,1,0,8.05
513,1,1,Mr,male,36,0,0,PC 17473,26.2875,E25,S,Age_30,1,0,26.2875
514,1,1,Mrs,female,54,1,0,PC 17603,59.4,NA,C,Age_50,2,0,59.4
515,0,3,Mr,male,24,0,0,349209,7.4958,NA,S,Age_20,1,0,7.4958
516,0,1,Mr,male,47,0,0,36967,34.0208,D46,S,Age_40,1,0,34.0208
517,1,2,Mrs,female,34,0,0,C.A. 34260,10.5,F33,S,Age_30,1,0,10.5
518,0,3,Mr,male,32.37,0,0,371110,24.15,NA,Q,Age_30,1,0,24.15
519,1,2,Mrs,female,36,1,0,226875,26,NA,S,Age_30,2,0,26
520,0,3,Mr,male,32,0,0,349242,7.8958,NA,S,Age_30,1,0,7.8958
521,1,1,Miss,female,30,0,0,12749,93.5,B73,S,Age_30,1,0,93.5
522,0,3,Mr,male,22,0,0,349252,7.8958,NA,S,Age_20,1,0,7.8958
523,0,3,Mr,male,32.37,0,0,2624,7.225,NA,C,Age_30,1,0,7.225
524,1,1,Mrs,female,44,0,1,111361,57.9792,B18,C,Age_40,2,1,57.9792
525,0,3,Mr,male,32.37,0,0,2700,7.2292,NA,C,Age_30,1,0,7.2292
526,0,3,Mr,male,40.5,0,0,367232,7.75,NA,Q,Age_40,1,0,7.75
527,1,2,Miss,female,50,0,0,W./C. 14258,10.5,NA,S,Age_50,1,0,10.5
528,0,1,Mr,male,32.37,0,0,PC 17483,221.7792,C95,S,Age_30,1,0,164.8667
529,0,3,Mr,male,39,0,0,3101296,7.925,NA,S,Age_30,1,0,7.925
530,0,2,Mr,male,23,2,1,29104,11.5,NA,S,Age_20,4,0,11.5
531,1,2,Miss,female,2,1,1,26360,26,NA,S,Age_00,3,0,26
532,0,3,Mr,male,32.37,0,0,2641,7.2292,NA,C,Age_30,1,0,7.2292
533,0,3,Mr,male,17,1,1,2690,7.2292,NA,C,Age_10,3,0,7.2292
534,1,3,Mrs,female,35.9,0,2,2668,22.3583,NA,C,Age_30,3,1,22.3583
535,0,3,Miss,female,30,0,0,315084,8.6625,NA,S,Age_30,1,0,8.6625
536,1,2,Miss,female,7,0,2,F.C.C. 13529,26.25,NA,S,Age_00,3,0,26.25
537,0,1,"Butt, Major. Archibald Willingham",male,45,0,0,113050,26.55,B38,S,Age_40,1,0,26.55
538,1,1,Miss,female,30,0,0,PC 17761,106.425,NA,C,Age_30,1,0,106.425
539,0,3,Mr,male,32.37,0,0,364498,14.5,NA,S,Age_30,1,0,14.5
540,1,1,Miss,female,22,0,2,13568,49.5,B39,C,Age_20,3,0,49.5
541,1,1,Miss,female,36,0,2,WE/P 5735,71,B22,S,Age_30,3,0,71
542,0,3,Miss,female,9,4,2,347082,31.275,NA,S,Age_00,7,0,31.275
543,0,3,Miss,female,11,4,2,347082,31.275,NA,S,Age_10,7,0,31.275
544,1,2,Mr,male,32,1,0,2908,26,NA,S,Age_30,2,0,26
545,0,1,Mr,male,50,1,0,PC 17761,106.425,C86,C,Age_50,2,0,106.425
546,0,1,Mr,male,64,0,0,693,26,NA,S,Age_60,1,0,26
547,1,2,Mrs,female,19,1,0,2908,26,NA,S,Age_10,2,0,26
548,1,2,Mr,male,32.37,0,0,SC/PARIS 2146,13.8625,NA,C,Age_30,1,0,13.8625
549,0,3,Mr,male,33,1,1,363291,20.525,NA,S,Age_30,3,0,20.525
550,1,2,Master,male,8,1,1,C.A. 33112,36.75,NA,S,Age_00,3,0,36.75
551,1,1,Mr,male,17,0,2,17421,110.8833,C70,C,Age_10,3,0,110.8833
552,0,2,Mr,male,27,0,0,244358,26,NA,S,Age_20,1,0,26
553,0,3,Mr,male,32.37,0,0,330979,7.8292,NA,Q,Age_30,1,0,7.8292
554,1,3,Mr,male,22,0,0,2620,7.225,NA,C,Age_20,1,0,7.225
555,1,3,Miss,female,22,0,0,347085,7.775,NA,S,Age_20,1,0,7.775
556,0,1,Mr,male,62,0,0,113807,26.55,NA,S,Age_60,1,0,26.55
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,1,0,11755,39.6,A16,C,Age_40,2,0,39.6
558,0,1,Mr,male,32.37,0,0,PC 17757,227.525,NA,C,Age_30,1,0,164.8667
559,1,1,Mrs,female,39,1,1,110413,79.65,E67,S,Age_30,3,1,79.65
560,1,3,Mrs,female,36,1,0,345572,17.4,NA,S,Age_30,2,0,17.4
561,0,3,Mr,male,32.37,0,0,372622,7.75,NA,Q,Age_30,1,0,7.75
562,0,3,Mr,male,40,0,0,349251,7.8958,NA,S,Age_40,1,0,7.8958
563,0,2,Mr,male,28,0,0,218629,13.5,NA,S,Age_20,1,0,13.5
564,0,3,Mr,male,32.37,0,0,SOTON/OQ 392082,8.05,NA,S,Age_30,1,0,8.05
565,0,3,Miss,female,21.77,0,0,SOTON/O.Q. 392087,8.05,NA,S,Age_20,1,0,8.05
566,0,3,Mr,male,24,2,0,A/4 48871,24.15,NA,S,Age_20,3,0,24.15
567,0,3,Mr,male,19,0,0,349205,7.8958,NA,S,Age_10,1,0,7.8958
568,0,3,Mrs,female,29,0,4,349909,21.075,NA,S,Age_20,5,1,21.075
569,0,3,Mr,male,32.37,0,0,2686,7.2292,NA,C,Age_30,1,0,7.2292
570,1,3,Mr,male,32,0,0,350417,7.8542,NA,S,Age_30,1,0,7.8542
571,1,2,Mr,male,62,0,0,S.W./PP 752,10.5,NA,S,Age_60,1,0,10.5
572,1,1,Mrs,female,53,2,0,11769,51.4792,C101,S,Age_50,3,0,51.4792
573,1,1,Mr,male,36,0,0,PC 17474,26.3875,E25,S,Age_30,1,0,26.3875
574,1,3,Miss,female,21.77,0,0,14312,7.75,NA,Q,Age_20,1,0,7.75
575,0,3,Mr,male,16,0,0,A/4. 20589,8.05,NA,S,Age_10,1,0,8.05
576,0,3,Mr,male,19,0,0,358585,14.5,NA,S,Age_10,1,0,14.5
577,1,2,Miss,female,34,0,0,243880,13,NA,S,Age_30,1,0,13
578,1,1,Mrs,female,39,1,0,13507,55.9,E44,S,Age_30,2,0,55.9
579,0,3,Mrs,female,35.9,1,0,2689,14.4583,NA,C,Age_30,2,0,14.4583
580,1,3,Mr,male,32,0,0,STON/O 2. 3101286,7.925,NA,S,Age_30,1,0,7.925
581,1,2,Miss,female,25,1,1,237789,30,NA,S,Age_20,3,0,30
582,1,1,Mrs,female,39,1,1,17421,110.8833,C68,C,Age_30,3,1,110.8833
583,0,2,Mr,male,54,0,0,28403,26,NA,S,Age_50,1,0,26
584,0,1,Mr,male,36,0,0,13049,40.125,A10,C,Age_30,1,0,40.125
585,0,3,Mr,male,32.37,0,0,3411,8.7125,NA,C,Age_30,1,0,8.7125
586,1,1,Miss,female,18,0,2,110413,79.65,E68,S,Age_10,3,0,79.65
587,0,2,Mr,male,47,0,0,237565,15,NA,S,Age_40,1,0,15
588,1,1,Mr,male,60,1,1,13567,79.2,B41,C,Age_60,3,0,79.2
589,0,3,Mr,male,22,0,0,14973,8.05,NA,S,Age_20,1,0,8.05
590,0,3,Mr,male,32.37,0,0,A./5. 3235,8.05,NA,S,Age_30,1,0,8.05
591,0,3,Mr,male,35,0,0,STON/O 2. 3101273,7.125,NA,S,Age_30,1,0,7.125
592,1,1,Mrs,female,52,1,0,36947,78.2667,D20,C,Age_50,2,0,78.2667
593,0,3,Mr,male,47,0,0,A/5 3902,7.25,NA,S,Age_40,1,0,7.25
594,0,3,Miss,female,21.77,0,2,364848,7.75,NA,Q,Age_20,3,0,7.75
595,0,2,Mr,male,37,1,0,SC/AH 29037,26,NA,S,Age_30,2,0,26
596,0,3,Mr,male,36,1,1,345773,24.15,NA,S,Age_30,3,0,24.15
597,1,2,Miss,female,21.77,0,0,248727,33,NA,S,Age_20,1,0,33
598,0,3,Mr,male,49,0,0,LINE,0,NA,S,Age_40,1,0,0
599,0,3,Mr,male,32.37,0,0,2664,7.225,NA,C,Age_30,1,0,7.225
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,1,0,PC 17485,56.9292,A20,C,Age_40,2,0,56.9292
601,1,2,Mrs,female,24,2,1,243847,27,NA,S,Age_20,4,1,27
602,0,3,Mr,male,32.37,0,0,349214,7.8958,NA,S,Age_30,1,0,7.8958
603,0,1,Mr,male,32.37,0,0,113796,42.4,NA,S,Age_30,1,0,42.4
604,0,3,Mr,male,44,0,0,364511,8.05,NA,S,Age_40,1,0,8.05
605,1,1,Mr,male,35,0,0,111426,26.55,NA,C,Age_30,1,0,26.55
606,0,3,Mr,male,36,1,0,349910,15.55,NA,S,Age_30,2,0,15.55
607,0,3,Mr,male,30,0,0,349246,7.8958,NA,S,Age_30,1,0,7.8958
608,1,1,Mr,male,27,0,0,113804,30.5,NA,S,Age_20,1,0,30.5
609,1,2,Mrs,female,22,1,2,SC/Paris 2123,41.5792,NA,C,Age_20,4,1,41.5792
610,1,1,Miss,female,40,0,0,PC 17582,153.4625,C125,S,Age_40,1,0,153.4625
611,0,3,Mrs,female,39,1,5,347082,31.275,NA,S,Age_30,7,1,31.275
612,0,3,Mr,male,32.37,0,0,SOTON/O.Q. 3101305,7.05,NA,S,Age_30,1,0,7.05
613,1,3,Miss,female,21.77,1,0,367230,15.5,NA,Q,Age_20,2,0,15.5
614,0,3,Mr,male,32.37,0,0,370377,7.75,NA,Q,Age_30,1,0,7.75
615,0,3,Mr,male,35,0,0,364512,8.05,NA,S,Age_30,1,0,8.05
616,1,2,Miss,female,24,1,2,220845,65,NA,S,Age_20,4,0,65
617,0,3,Mr,male,34,1,1,347080,14.4,NA,S,Age_30,3,0,14.4
618,0,3,Mrs,female,26,1,0,A/5. 3336,16.1,NA,S,Age_20,2,0,16.1
619,1,2,Miss,female,4,2,1,230136,39,F4,S,Age_00,4,0,39
620,0,2,Mr,male,26,0,0,31028,10.5,NA,S,Age_20,1,0,10.5
621,0,3,Mr,male,27,1,0,2659,14.4542,NA,C,Age_20,2,0,14.4542
622,1,1,Mr,male,42,1,0,11753,52.5542,D19,S,Age_40,2,0,52.5542
623,1,3,Mr,male,20,1,1,2653,15.7417,NA,C,Age_20,3,0,15.7417
624,0,3,Mr,male,21,0,0,350029,7.8542,NA,S,Age_20,1,0,7.8542
625,0,3,Mr,male,21,0,0,54636,16.1,NA,S,Age_20,1,0,16.1
626,0,1,Mr,male,61,0,0,36963,32.3208,D50,S,Age_60,1,0,32.3208
627,0,2,"Kirkland, Rev. Charles Leonard",male,57,0,0,219533,12.35,NA,Q,Age_50,1,0,12.35
628,1,1,Miss,female,21,0,0,13502,77.9583,D9,S,Age_20,1,0,77.9583
629,0,3,Mr,male,26,0,0,349224,7.8958,NA,S,Age_20,1,0,7.8958
630,0,3,Mr,male,32.37,0,0,334912,7.7333,NA,Q,Age_30,1,0,7.7333
631,1,1,Mr,male,80,0,0,27042,30,A23,S,Age_80,1,0,30
632,0,3,Mr,male,51,0,0,347743,7.0542,NA,S,Age_50,1,0,7.0542
633,1,1,Dr,male,32,0,0,13214,30.5,B50,C,Age_30,1,0,30.5
634,0,1,Mr,male,32.37,0,0,112052,0,NA,S,Age_30,1,0,0
635,0,3,Miss,female,9,3,2,347088,27.9,NA,S,Age_00,6,0,27.9
636,1,2,Miss,female,28,0,0,237668,13,NA,S,Age_20,1,0,13
637,0,3,Mr,male,32,0,0,STON/O 2. 3101292,7.925,NA,S,Age_30,1,0,7.925
638,0,2,Mr,male,31,1,1,C.A. 31921,26.25,NA,S,Age_30,3,0,26.25
639,0,3,Mrs,female,41,0,5,3101295,39.6875,NA,S,Age_40,6,1,39.6875
640,0,3,Mr,male,32.37,1,0,376564,16.1,NA,S,Age_30,2,0,16.1
641,0,3,Mr,male,20,0,0,350050,7.8542,NA,S,Age_20,1,0,7.8542
642,1,1,"Sagesser, Mlle. Emma",female,24,0,0,PC 17477,69.3,B35,C,Age_20,1,0,69.3
643,0,3,Miss,female,2,3,2,347088,27.9,NA,S,Age_00,6,0,27.9
644,1,3,Mr,male,32.37,0,0,1601,56.4958,NA,S,Age_30,1,0,56.4958
645,1,3,Miss,female,0.75,2,1,2666,19.2583,NA,C,Age_00,4,0,19.2583
646,1,1,Mr,male,48,1,0,PC 17572,76.7292,D33,C,Age_40,2,0,76.7292
647,0,3,Mr,male,19,0,0,349231,7.8958,NA,S,Age_10,1,0,7.8958
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,0,13213,35.5,A26,C,Age_50,1,0,35.5
649,0,3,Mr,male,32.37,0,0,S.O./P.P. 751,7.55,NA,S,Age_30,1,0,7.55
650,1,3,Miss,female,23,0,0,CA. 2314,7.55,NA,S,Age_20,1,0,7.55
651,0,3,Mr,male,32.37,0,0,349221,7.8958,NA,S,Age_30,1,0,7.8958
652,1,2,Miss,female,18,0,1,231919,23,NA,S,Age_10,2,0,23
653,0,3,Mr,male,21,0,0,8475,8.4333,NA,S,Age_20,1,0,8.4333
654,1,3,Miss,female,21.77,0,0,330919,7.8292,NA,Q,Age_20,1,0,7.8292
655,0,3,Miss,female,18,0,0,365226,6.75,NA,Q,Age_10,1,0,6.75
656,0,2,Mr,male,24,2,0,S.O.C. 14879,73.5,NA,S,Age_20,3,0,73.5
657,0,3,Mr,male,32.37,0,0,349223,7.8958,NA,S,Age_30,1,0,7.8958
658,0,3,Mrs,female,32,1,1,364849,15.5,NA,Q,Age_30,3,1,15.5
659,0,2,Mr,male,23,0,0,29751,13,NA,S,Age_20,1,0,13
660,0,1,Mr,male,58,0,2,35273,113.275,D48,C,Age_50,3,0,113.275
661,1,1,Dr,male,50,2,0,PC 17611,133.65,NA,S,Age_50,3,0,133.65
662,0,3,Mr,male,40,0,0,2623,7.225,NA,C,Age_40,1,0,7.225
663,0,1,Mr,male,47,0,0,5727,25.5875,E58,S,Age_40,1,0,25.5875
664,0,3,Mr,male,36,0,0,349210,7.4958,NA,S,Age_30,1,0,7.4958
665,1,3,Mr,male,20,1,0,STON/O 2. 3101285,7.925,NA,S,Age_20,2,0,7.925
666,0,2,Mr,male,32,2,0,S.O.C. 14879,73.5,NA,S,Age_30,3,0,73.5
667,0,2,Mr,male,25,0,0,234686,13,NA,S,Age_20,1,0,13
