PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,AgeGroup,Family,Mother,Fare2
668,0,3,Mr,male,32.37,0,0,312993,7.775,NA,S,Age_30,1,0,7.775
669,0,3,Mr,male,43,0,0,A/5 3536,8.05,NA,S,Age_40,1,0,8.05
670,1,1,Mrs,female,35.9,1,0,19996,52,C126,S,Age_30,2,0,52
671,1,2,Mrs,female,40,1,1,29750,39,NA,S,Age_40,3,1,39
672,0,1,Mr,male,31,1,0,F.C. 12750,52,B71,S,Age_30,2,0,52
673,0,2,Mr,male,70,0,0,C.A. 24580,10.5,NA,S,Age_70,1,0,10.5
674,1,2,Mr,male,31,0,0,244270,13,NA,S,Age_30,1,0,13
675,0,2,Mr,male,32.37,0,0,239856,0,NA,S,Age_30,1,0,0
676,0,3,Mr,male,18,0,0,349912,7.775,NA,S,Age_10,1,0,7.775
677,0,3,Mr,male,24.5,0,0,342826,8.05,NA,S,Age_20,1,0,8.05
678,1,3,Miss,female,18,0,0,4138,9.8417,NA,S,Age_10,1,0,9.8417
679,0,3,Mrs,female,43,1,6,CA 2144,46.9,NA,S,Age_40,8,1,46.9
680,1,1,Mr,male,36,0,1,PC 17755,512.3292,B51 B53 B55,C,Age_30,2,0,164.8667
681,0,3,Miss,female,21.77,0,0,330935,8.1375,NA,Q,Age_20,1,0,8.1375
682,1,1,Mr,male,27,0,0,PC 17572,76.7292,D49,C,Age_20,1,0,76.7292
683,0,3,Mr,male,20,0,0,6563,9.225,NA,S,Age_20,1,0,9.225
684,0,3,Mr,male,14,5,2,CA 2144,46.9,NA,S,Age_10,8,0,46.9
685,0,2,Mr,male,60,1,1,29750,39,NA,S,Age_60,3,0,39
686,0,2,Mr,male,25,1,2,SC/Paris 2123,41.5792,NA,C,Age_20,4,0,41.5792
687,0,3,Mr,male,14,4,1,3101295,39.6875,NA,S,Age_10,6,0,39.6875
688,0,3,Mr,male,19,0,0,349228,10.1708,NA,S,Age_10,1,0,10.1708
689,0,3,Mr,male,18,0,0,350036,7.7958,NA,S,Age_10,1,0,7.7958
690,1,1,Miss,female,15,0,1,24160,211.3375,B5,S,Age_10,2,0,164.8667
691,1,1,Mr,male,31,1,0,17474,57,B20,S,Age_30,2,0,57
692,1,3,Miss,female,4,0,1,349256,13.4167,NA,C,Age_00,2,0,13.4167
693,1,3,Mr,male,32.37,0,0,1601,56.4958,NA,S,Age_30,1,0,56.4958
694,0,3,Mr,male,25,0,0,2672,7.225,NA,C,Age_20,1,0,7.225
695,0,1,"Weir, Col. John",male,60,0,0,113800,26.55,NA,S,Age_60,1,0,26.55
696,0,2,Mr,male,52,0,0,248731,13.5,NA,S,Age_50,1,0,13.5
697,0,3,Mr,male,44,0,0,363592,8.05,NA,S,Age_40,1,0,8.05
698,1,3,Miss,female,21.77,0,0,35852,7.7333,NA,Q,Age_20,1,0,7.7333
699,0,1,Mr,male,49,1,1,17421,110.8833,C68,C,Age_40,3,0,110.8833
700,0,3,Mr,male,42,0,0,348121,7.65,F G63,S,Age_40,1,0,7.65
701,1,1,Mrs,female,18,1,0,PC 17757,227.525,C62 C64,C,Age_10,2,0,164.8667
702,1,1,Mr,male,35,0,0,PC 17475,26.2875,E24,S,Age_30,1,0,26.2875
703,0,3,Miss,female,18,0,1,2691,14.4542,NA,C,Age_10,2,0,14.4542
704,0,3,Mr,male,25,0,0,36864,7.7417,NA,Q,Age_20,1,0,7.7417
705,0,3,Mr,male,26,1,0,350025,7.8542,NA,S,Age_20,2,0,7.8542
706,0,2,Mr,male,39,0,0,250655,26,NA,S,Age_30,1,0,26
707,1,2,Mrs,female,45,0,0,223596,13.5,NA,S,Age_40,1,0,13.5
708,1,1,Mr,male,42,0,0,PC 17476,26.2875,E24,S,Age_40,1,0,26.2875
709,1,1,Miss,female,22,0,0,113781,151.55,NA,S,Age_20,1,0,151.55
710,1,3,Master,male,4.57,1,1,2661,15.2458,NA,C,Age_00,3,0,15.2458
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,0,0,PC 17482,49.5042,C90,C,Age_20,1,0,49.5042
712,0,1,Mr,male,32.37,0,0,113028,26.55,C124,S,Age_30,1,0,26.55
713,1,1,Mr,male,48,1,0,19996,52,C126,S,Age_40,2,0,52
714,0,3,Mr,male,29,0,0,7545,9.4833,NA,S,Age_20,1,0,9.4833
715,0,2,Mr,male,52,0,0,250647,13,NA,S,Age_50,1,0,13
716,0,3,Mr,male,19,0,0,348124,7.65,F G73,S,Age_10,1,0,7.65
717,1,1,Miss,female,38,0,0,PC 17757,227.525,C45,C,Age_30,1,0,164.8667
718,1,2,Miss,female,27,0,0,34218,10.5,E101,S,Age_20,1,0,10.5
719,0,3,Mr,male,32.37,0,0,36568,15.5,NA,Q,Age_30,1,0,15.5
720,0,3,Mr,male,33,0,0,347062,7.775,NA,S,Age_30,1,0,7.775
721,1,2,Miss,female,6,0,1,248727,33,NA,S,Age_00,2,0,33
722,0,3,Mr,male,17,1,0,350048,7.0542,NA,S,Age_10,2,0,7.0542
723,0,2,Mr,male,34,0,0,12233,13,NA,S,Age_30,1,0,13
724,0,2,Mr,male,50,0,0,250643,13,NA,S,Age_50,1,0,13
725,1,1,Mr,male,27,1,0,113806,53.1,E8,S,Age_20,2,0,53.1
726,0,3,Mr,male,20,0,0,315094,8.6625,NA,S,Age_20,1,0,8.6625
727,1,2,Mrs,female,30,3,0,31027,21,NA,S,Age_30,4,0,21
728,1,3,Miss,female,21.77,0,0,36866,7.7375,NA,Q,Age_20,1,0,7.7375
729,0,2,Mr,male,25,1,0,236853,26,NA,S,Age_20,2,0,26
730,0,3,Miss,female,25,1,0,STON/O2. 3101271,7.925,NA,S,Age_20,2,0,7.925
731,1,1,Miss,female,29,0,0,24160,211.3375,B5,S,Age_20,1,0,164.8667
732,0,3,Mr,male,11,0,0,2699,18.7875,NA,C,Age_10,1,0,18.7875
733,0,2,Mr,male,32.37,0,0,239855,0,NA,S,Age_30,1,0,0
734,0,2,Mr,male,23,0,0,28425,13,NA,S,Age_20,1,0,13
735,0,2,Mr,male,23,0,0,233639,13,NA,S,Age_20,1,0,13
736,0,3,Mr,male,28.5,0,0,54636,16.1,NA,S,Age_20,1,0,16.1
737,0,3,Mrs,female,48,1,3,W./C. 6608,34.375,NA,S,Age_40,5,1,34.375
738,1,1,Mr,male,35,0,0,PC 17755,512.3292,B101,C,Age_30,1,0,164.8667
739,0,3,Mr,male,32.37,0,0,349201,7.8958,NA,S,Age_30,1,0,7.8958
740,0,3,Mr,male,32.37,0,0,349218,7.8958,NA,S,Age_30,1,0,7.8958
741,1,1,Mr,male,32.37,0,0,16988,30,D45,S,Age_30,1,0,30
742,0,1,Mr,male,36,1,0,19877,78.85,C46,S,Age_30,2,0,78.85
743,1,1,Miss,female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C,Age_20,5,0,164.8667
744,0,3,Mr,male,24,1,0,376566,16.1,NA,S,Age_20,2,0,16.1
745,1,3,Mr,male,31,0,0,STON/O 2. 3101288,7.925,NA,S,Age_30,1,0,7.925
746,0,1,"Crosby, Capt. Edward Gifford",male,70,1,1,WE/P 5735,71,B22,S,Age_70,3,0,71
747,0,3,Mr,male,16,1,1,C.A. 2673,20.25,NA,S,Age_10,3,0,20.25
748,1,2,Miss,female,30,0,0,250648,13,NA,S,Age_30,1,0,13
749,0,1,Mr,male,19,1,0,113773,53.1,D30,S,Age_10,2,0,53.1
750,0,3,Mr,male,31,0,0,335097,7.75,NA,Q,Age_30,1,0,7.75
751,1,2,Miss,female,4,1,1,29103,23,NA,S,Age_00,3,0,23
752,1,3,Master,male,6,0,1,392096,12.475,E121,S,Age_00,2,0,12.475
753,0,3,Mr,male,33,0,0,345780,9.5,NA,S,Age_30,1,0,9.5
754,0,3,Mr,male,23,0,0,349204,7.8958,NA,S,Age_20,1,0,7.8958
755,1,2,Mrs,female,48,1,2,220845,65,NA,S,Age_40,4,1,65
756,1,2,Master,male,0.67,1,1,250649,14.5,NA,S,Age_00,3,0,14.5
757,0,3,Mr,male,28,0,0,350042,7.7958,NA,S,Age_20,1,0,7.7958
758,0,2,Mr,male,18,0,0,29108,11.5,NA,S,Age_10,1,0,11.5
759,0,3,Mr,male,34,0,0,363294,8.05,NA,S,Age_30,1,0,8.05
760,1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",female,33,0,0,110152,86.5,B77,S,Age_30,1,0,86.5
761,0,3,Mr,male,32.37,0,0,358585,14.5,NA,S,Age_30,1,0,14.5
762,0,3,Mr,male,41,0,0,SOTON/O2 3101272,7.125,NA,S,Age_40,1,0,7.125
763,1,3,Mr,male,20,0,0,2663,7.2292,NA,C,Age_20,1,0,7.2292
764,1,1,Mrs,female,36,1,2,113760,120,B96 B98,S,Age_30,4,1,120
765,0,3,Mr,male,16,0,0,347074,7.775,NA,S,Age_10,1,0,7.775
766,1,1,Mrs,female,51,1,0,13502,77.9583,D11,S,Age_50,2,0,77.9583
767,0,1,Dr,male,42,0,0,112379,39.6,NA,C,Age_40,1,0,39.6
768,0,3,Miss,female,30.5,0,0,364850,7.75,NA,Q,Age_30,1,0,7.75
769,0,3,Mr,male,32.37,1,0,371110,24.15,NA,Q,Age_30,2,0,24.15
770,0,3,Mr,male,32,0,0,8471,8.3625,NA,S,Age_30,1,0,8.3625
771,0,3,Mr,male,24,0,0,345781,9.5,NA,S,Age_20,1,0,9.5
772,0,3,Mr,male,48,0,0,350047,7.8542,NA,S,Age_40,1,0,7.8542
773,0,2,Mrs,female,57,0,0,S.O./P.P. 3,10.5,E77,S,Age_50,1,0,10.5
774,0,3,Mr,male,32.37,0,0,2674,7.225,NA,C,Age_30,1,0,7.225
775,1,2,Mrs,female,54,1,3,29105,23,NA,S,Age_50,5,1,23
776,0,3,Mr,male,18,0,0,347078,7.75,NA,S,Age_10,1,0,7.75
777,0,3,Mr,male,32.37,0,0,383121,7.75,F38,Q,Age_30,1,0,7.75
778,1,3,Miss,female,5,0,0,364516,12.475,NA,S,Age_00,1,0,12.475
779,0,3,Mr,male,32.37,0,0,36865,7.7375,NA,Q,Age_30,1,0,7.7375
780,1,1,Mrs,female,43,0,1,24160,211.3375,B3,S,Age_40,2,1,164.8667
781,1,3,Miss,female,13,0,0,2687,7.2292,NA,C,Age_10,1,0,7.2292
782,1,1,Mrs,female,17,1,0,17474,57,B20,S,Age_10,2,0,57
783,0,1,Mr,male,29,0,0,113501,30,D6,S,Age_20,1,0,30
784,0,3,Mr,male,32.37,1,2,W./C. 6607,23.45,NA,S,Age_30,4,0,23.45
785,0,3,Mr,male,25,0,0,SOTON/O.Q. 3101312,7.05,NA,S,Age_20,1,0,7.05
786,0,3,Mr,male,25,0,0,374887,7.25,NA,S,Age_20,1,0,7.25
787,1,3,Miss,female,18,0,0,3101265,7.4958,NA,S,Age_10,1,0,7.4958
788,0,3,Master,male,8,4,1,382652,29.125,NA,Q,Age_00,6,0,29.125
789,1,3,Master,male,1,1,2,C.A. 2315,20.575,NA,S,Age_00,4,0,20.575
790,0,1,Mr,male,46,0,0,PC 17593,79.2,B82 B84,C,Age_40,1,0,79.2
791,0,3,Mr,male,32.37,0,0,12460,7.75,NA,Q,Age_30,1,0,7.75
792,0,2,Mr,male,16,0,0,239865,26,NA,S,Age_10,1,0,26
793,0,3,Miss,female,21.77,8,2,CA. 2343,69.55,NA,S,Age_20,11,0,69.55
794,0,1,Mr,male,32.37,0,0,PC 17600,30.6958,NA,C,Age_30,1,0,30.6958
795,0,3,Mr,male,25,0,0,349203,7.8958,NA,S,Age_20,1,0,7.8958
796,0,2,Mr,male,39,0,0,28213,13,NA,S,Age_30,1,0,13
797,1,1,Dr,female,49,0,0,17465,25.9292,D17,S,Age_40,1,0,25.9292
798,1,3,Mrs,female,31,0,0,349244,8.6833,NA,S,Age_30,1,0,8.6833
799,0,3,Mr,male,30,0,0,2685,7.2292,NA,C,Age_30,1,0,7.2292
800,0,3,Mrs,female,30,1,1,345773,24.15,NA,S,Age_30,3,1,24.15
801,0,2,Mr,male,34,0,0,250647,13,NA,S,Age_30,1,0,13
802,1,2,Mrs,female,31,1,1,C.A. 31921,26.25,NA,S,Age_30,3,1,26.25
803,1,1,Master,male,11,1,2,113760,120,B96 B98,S,Age_10,4,0,120
804,1,3,Master,male,0.42,0,1,2625,8.5167,NA,C,Age_00,2,0,8.5167
805,1,3,Mr,male,27,0,0,347089,6.975,NA,S,Age_20,1,0,6.975
806,0,3,Mr,male,31,0,0,347063,7.775,NA,S,Age_30,1,0,7.775
807,0,1,Mr,male,39,0,0,112050,0,A36,S,Age_30,1,0,0
808,0,3,Miss,female,18,0,0,347087,7.775,NA,S,Age_10,1,0,7.775
809,0,2,Mr,male,39,0,0,248723,13,NA,S,Age_30,1,0,13
810,1,1,Mrs,female,33,1,0,113806,53.1,E8,S,Age_30,2,0,53.1
811,0,3,Mr,male,26,0,0,3474,7.8875,NA,S,Age_20,1,0,7.8875
812,0,3,Mr,male,39,0,0,A/4 48871,24.15,NA,S,Age_30,1,0,24.15
813,0,2,Mr,male,35,0,0,28206,10.5,NA,S,Age_30,1,0,10.5
814,0,3,Miss,female,6,4,2,347082,31.275,NA,S,Age_00,7,0,31.275
815,0,3,Mr,male,30.5,0,0,364499,8.05,NA,S,Age_30,1,0,8.05
816,0,1,Mr,male,32.37,0,0,112058,0,B102,S,Age_30,1,0,0
817,0,3,Miss,female,23,0,0,STON/O2. 3101290,7.925,NA,S,Age_20,1,0,7.925
818,0,2,Mr,male,31,1,1,S.C./PARIS 2079,37.0042,NA,C,Age_30,3,0,37.0042
819,0,3,Mr,male,43,0,0,C 7075,6.45,NA,S,Age_40,1,0,6.45
820,0,3,Master,male,10,3,2,347088,27.9,NA,S,Age_10,6,0,27.9
821,1,1,Mrs,female,52,1,1,12749,93.5,B69,S,Age_50,3,1,93.5
822,1,3,Mr,male,27,0,0,315098,8.6625,NA,S,Age_20,1,0,8.6625
823,0,1,"Reuchlin, Jonkheer. John George",male,38,0,0,19972,0,NA,S,Age_30,1,0,0
824,1,3,Mrs,female,27,0,1,392096,12.475,E121,S,Age_20,2,1,12.475
825,0,3,Master,male,2,4,1,3101295,39.6875,NA,S,Age_00,6,0,39.6875
826,0,3,Mr,male,32.37,0,0,368323,6.95,NA,Q,Age_30,1,0,6.95
827,0,3,Mr,male,32.37,0,0,1601,56.4958,NA,S,Age_30,1,0,56.4958
828,1,2,Master,male,1,0,2,S.C./PARIS 2079,37.0042,NA,C,Age_00,3,0,37.0042
829,1,3,Mr,male,32.37,0,0,367228,7.75,NA,Q,Age_30,1,0,7.75
830,1,1,Mrs,female,62,0,0,113572,80,B28,S,Age_60,1,0,80
831,1,3,Mrs,female,15,1,0,2659,14.4542,NA,C,Age_10,2,0,14.4542
832,1,2,Master,male,0.83,1,1,29106,18.75,NA,S,Age_00,3,0,18.75
833,0,3,Mr,male,32.37,0,0,2671,7.2292,NA,C,Age_30,1,0,7.2292
834,0,3,Mr,male,23,0,0,347468,7.8542,NA,S,Age_20,1,0,7.8542
835,0,3,Mr,male,18,0,0,2223,8.3,NA,S,Age_10,1,0,8.3
836,1,1,Miss,female,39,1,1,PC 17756,83.1583,E49,C,Age_30,3,0,83.1583
837,0,3,Mr,male,21,0,0,315097,8.6625,NA,S,Age_20,1,0,8.6625
838,0,3,Mr,male,32.37,0,0,392092,8.05,NA,S,Age_30,1,0,8.05
839,1,3,Mr,male,32,0,0,1601,56.4958,NA,S,Age_30,1,0,56.4958
840,1,1,Mr,male,32.37,0,0,11774,29.7,C47,C,Age_30,1,0,29.7
841,0,3,Mr,male,20,0,0,SOTON/O2 3101287,7.925,NA,S,Age_20,1,0,7.925
842,0,2,Mr,male,16,0,0,S.O./P.P. 3,10.5,NA,S,Age_10,1,0,10.5
843,1,1,Miss,female,30,0,0,113798,31,NA,C,Age_30,1,0,31
844,0,3,Mr,male,34.5,0,0,2683,6.4375,NA,C,Age_30,1,0,6.4375
845,0,3,Mr,male,17,0,0,315090,8.6625,NA,S,Age_10,1,0,8.6625
846,0,3,Mr,male,42,0,0,C.A. 5547,7.55,NA,S,Age_40,1,0,7.55
847,0,3,Mr,male,32.37,8,2,CA. 2343,69.55,NA,S,Age_30,11,0,69.55
848,0,3,Mr,male,35,0,0,349213,7.8958,NA,C,Age_30,1,0,7.8958
849,0,2,"Harper, Rev. John",male,28,0,1,248727,33,NA,S,Age_20,2,0,33
850,1,1,Mrs,female,35.9,1,0,17453,89.1042,C92,C,Age_30,2,0,89.1042
851,0,3,Master,male,4,4,2,347082,31.275,NA,S,Age_00,7,0,31.275
852,0,3,Mr,male,74,0,0,347060,7.775,NA,S,Age_70,1,0,7.775
853,0,3,Miss,female,9,1,1,2678,15.2458,NA,C,Age_00,3,0,15.2458
854,1,1,Miss,female,16,0,1,PC 17592,39.4,D28,S,Age_10,2,0,39.4
855,0,2,Mrs,female,44,1,0,244252,26,NA,S,Age_40,2,0,26
856,1,3,Mrs,female,18,0,1,392091,9.35,NA,S,Age_10,2,1,9.35
857,1,1,Mrs,female,45,1,1,36928,164.8667,NA,S,Age_40,3,1,164.8667
858,1,1,Mr,male,51,0,0,113055,26.55,E17,S,Age_50,1,0,26.55
859,1,3,Mrs,female,24,0,3,2666,19.2583,NA,C,Age_20,4,1,19.2583
860,0,3,Mr,male,32.37,0,0,2629,7.2292,NA,C,Age_30,1,0,7.2292
861,0,3,Mr,male,41,2,0,350026,14.1083,NA,S,Age_40,3,0,14.1083
862,0,2,Mr,male,21,1,0,28134,11.5,NA,S,Age_20,2,0,11.5
863,1,1,Mrs,female,48,0,0,17466,25.9292,D17,S,Age_40,1,0,25.9292
864,0,3,Miss,female,21.77,8,2,CA. 2343,69.55,NA,S,Age_20,11,0,69.55
865,0,2,Mr,male,24,0,0,233866,13,NA,S,Age_20,1,0,13
866,1,2,Mrs,female,42,0,0,236852,13,NA,S,Age_40,1,0,13
867,1,2,Miss,female,27,1,0,SC/PARIS 2149,13.8583,NA,C,Age_20,2,0,13.8583
868,0,1,Mr,male,31,0,0,PC 17590,50.4958,A24,S,Age_30,1,0,50.4958
869,0,3,Mr,male,32.37,0,0,345777,9.5,NA,S,Age_30,1,0,9.5
870,1,3,Master,male,4,1,1,347742,11.1333,NA,S,Age_00,3,0,11.1333
871,0,3,Mr,male,26,0,0,349248,7.8958,NA,S,Age_20,1,0,7.8958
872,1,1,Mrs,female,47,1,1,11751,52.5542,D35,S,Age_40,3,1,52.5542
873,0,1,Mr,male,33,0,0,695,5,B51 B53 B55,S,Age_30,1,0,5
874,0,3,Mr,male,47,0,0,345765,9,NA,S,Age_40,1,0,9
875,1,2,Mrs,female,28,1,0,P/PP 3381,24,NA,C,Age_20,2,0,24
876,1,3,Miss,female,15,0,0,2667,7.225,NA,C,Age_10,1,0,7.225
877,0,3,Mr,male,20,0,0,7534,9.8458,NA,S,Age_20,1,0,9.8458
878,0,3,Mr,male,19,0,0,349212,7.8958,NA,S,Age_10,1,0,7.8958
879,0,3,Mr,male,32.37,0,0,349217,7.8958,NA,S,Age_30,1,0,7.8958
880,1,1,Mrs,female,56,0,1,11767,83.1583,C50,C,Age_50,2,1,83.1583
881,1,2,Mrs,female,25,0,1,230433,26,NA,S,Age_20,2,1,26
882,0,3,Mr,male,33,0,0,349257,7.8958,NA,S,Age_30,1,0,7.8958
883,0,3,Miss,female,22,0,0,7552,10.5167,NA,S,Age_20,1,0,10.5167
884,0,2,Mr,male,28,0,0,C.A./SOTON 34068,10.5,NA,S,Age_20,1,0,10.5
885,0,3,Mr,male,25,0,0,SOTON/OQ 392076,7.05,NA,S,Age_20,1,0,7.05
886,0,3,Mrs,female,39,0,5,382652,29.125,NA,Q,Age_30,6,1,29.125
887,0,2,"Montvila, Rev. Juozas",male,27,0,0,211536,13,NA,S,Age_20,1,0,13
888,1,1,Miss,female,19,0,0,112053,30,B42,S,Age_10,1,0,30
889,0,3,Miss,female,21.77,1,2,W./C. 6607,23.45,NA,S,Age_20,4,0,23.45
890,1,1,Mr,male,26,0,0,111369,30,C148,C,Age_20,1,0,30
891,0,3,Mr,male,32,0,0,370376,7.75,NA,Q,Age_30,1,0,7.75
